“ú•t,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685
2023-06-17,-278,1391,1073,305,-1020,-808,3241,-304,-463,1497,649,1417,1312,-437,199,-569,941,-1020,808,2174,-834,-1443,-26,-225,252,-1020,-1232,-940,-437,-1179,570,464,-119,1365,-2352,888,1974,570,-198,225,-490,-251,-463,2021,-1443,699,543,-1259,-79
2023-06-16,93,-225,782,384,-66,702,-66,-781,782,-278,-26,305,305,1974,1073,543,-516,-437,-1390,-1205,1100,278,331,-437,437,-649,649,225,-1258,-66,1284,-1182,-1179,-649,-755,1206,1258,-278,1100,2123,-437,-172,-225,-569,-1655,-887,-463,-702,-53
2023-06-15,-1258,-1020,-410,252,-622,-1073,-331,-331,490,-702,-1947,-649,-331,-569,-119,2987,-516,-384,119,-331,66,146,-993,-755,835,-92,-26,782,-887,93,2046,-304,-569,-225,305,-331,-1364,-172,-702,1312,676,-1258,-887,-1152,-490,1073,-437,-649,-1126
2023-06-07,1432,-1573,1101,-1124,557,888,-1821,131,-745,538,249,675,-1715,2874,-721,604,746,1527,2095,-343,1054,1030,-24,1125,131,-958,-1775,296,-1218,296,-1692,-71,-982,1030,-603,-934,-579,-958,793,-1147,-95,344,-816,-82,-1706,-887,1243,344,-295
2023-06-06,-485,-840,131,1729,3034,107,-1005,-1195,83,2851,-650,-627,273,-343,-745,-982,1527,-461,-1053,1267,-603,-1431,-1337,817,-1981,-1266,-390,533,391,-674,-106,1290,1693,320,1574,-106,154,-792,-343,-721,-1171,178,509,202,533,-532,746,-863,-1408
2023-06-05,462,509,-840,-295,-106,1338,-47,-366,438,-982,1172,-1218,1774,-2187,-508,533,-1479,-1386,462,-1289,273,171,-1242,-390,415,1432,-911,107,1882,-95,0,1693,-461,1361,-1455,1148,-1526,-1692,-461,1669,888,1645,344,-1455,1622,-1715,-508,841,1882
2023-05-27,-390,-2416,-1867,1503,-532,-1573,-650,580,1006,178,-934,-532,2461,107,0,-177,1669,273,-958,-153,-201,1787,60,-745,-3310,3378,-1550,1077,-934,320,1774,-319,-2073,2347,-1337,1172,1409,-745,-1550,-508,-2668,202,746,1409,1385,-1935,-2760,-461,-82
2023-05-26,2461,225,-1242,-1124,1811,-414,-343,-674,1361,-201,580,178,509,-698,-556,-769,344,-816,-485,2095,-816,-272,-934,-508,415,438,1077,-130,580,-769,-911,-437,-201,-1479,-863,-792,-1147,-106,-745,983,-485,60,-721,60,-201,533,344,391,-1692
2023-05-25,3355,-24,-485,367,-272,-130,1361,864,83,-769,-982,959,-95,770,-130,699,-1644,-366,-627,-556,-792,-840,533,462,-130,-508,-437,-201,-769,0,793,-1729,1196,-295,202,-508,-82,-508,1574,-390,-1526,-153,-437,-24,-1479,-674,-745,-366,-769
2023-05-17,1889,-343,296,-1981,-603,1196,3194,-1692,202,-414,-1775,-47,2232,438,-1053,-295,1787,-863,-1360,1196,1431,-248,1409,-508,1338,2736,1683,-248,793,2301,-1502,1598,1338,557,202,841,699,296,-1775,3790,154,-745,-153,-792,604,-1360,1843,888,-1455
2023-05-16,-201,1101,-95,296,888,-863,-201,1456,-556,-1100,-508,-508,438,-201,-508,2484,509,391,2851,-792,-153,1101,391,1054,2232,-1100,-201,2187,-248,2095,-1005,438,-343,3286,-461,-863,344,391,438,509,-556,699,2187,-295,1797,1503,-745,-106,-295
2023-05-15,604,-698,-603,-863,-47,-47,-201,793,1598,-153,746,-414,-603,557,-295,-958,-745,-1597,-1100,-1100,2095,-461,-1100,-863,-414,-414,391,1889,-461,841,1889,-958,557,-650,-698,1858,-461,202,391,-295,-603,557,-47,-556,-295,-461,841,1006,841
2023-05-07,-343,154,-1455,651,-650,-153,-1147,509,-461,-650,793,-508,-1360,-2027,2095,1148,-1692,0,1409,557,-414,-603,154,344,959,-106,836,-1360,959,-863,1740,841,1740,557,-2829,-2027,-248,-2577,1545,-958,-1550,-508,699,-745,-201,-745,-47,2393,249
2023-05-06,-792,202,-461,1858,-1455,-958,-863,-461,-792,-1053,-1644,-1242,1006,-1147,2942,-1313,249,-1981,-2622,391,-1408,-248,-958,-414,-650,-603,1054,-911,1503,-1408,841,154,-1360,-863,-153,-650,-958,-863,-1313,-343,-153,-461,-911,-698,438,-1147,-911,651,557
2023-05-05,1797,-2829,1787,-1867,-1005,391,-47,-295,2095,-1360,-2783,-201,1042,-201,-603,1409,-343,-792,1338,-106,296,2232,-1313,-1763,651,699,-47,959,-47,107,-201,-863,-1242,-1363,-2119,-1242,-1981,249,202,-1597,-248,2095,2049,1338,-295,-461,1551,-1147,-295
2023-04-27,249,-1644,-1313,249,-461,2095,296,0,-1502,793,557,-106,-1053,-1100,1953,-1005,-1455,2851,746,107,-95,-47,296,1290,1101,1101,-1195,0,-1502,-47,438,344,-1550,-2485,-414,1551,-556,651,1054,1740,-295,2049,-650,-343,-1408,841,-556,-698,3784
2023-04-26,-911,-461,-603,509,-153,-461,-698,249,1196,1248,-295,2393,1243,-556,-295,1054,888,-745,-153,-295,1456,699,-1005,-295,2851,2645,-461,391,-911,-201,-295,-1147,-556,888,604,1243,-508,-911,-106,344,-153,-201,-201,-95,-153,-792,509,-556,-47
2023-04-25,1101,-508,-153,1243,651,107,-792,296,-248,-95,107,888,0,154,509,202,-556,107,-698,438,-745,509,-106,1503,557,-414,1456,202,509,1503,-153,-508,793,-1408,-698,-201,-650,438,-1195,-1147,2393,2484,1101,-414,-47,1787,296,-1053,249
2023-04-17,2141,-2371,-201,841,-1477,-1053,-461,-153,3034,-1455,-1502,-461,1409,-1360,-461,4282,-1913,1645,509,-1569,-1550,-1147,0,-2622,3538,-508,-2371,-2073,0,-1242,-2531,-745,391,391,2347,-2233,3240,-1692,-698,249,-2279,1294,391,-911,1148,-1905,-2027,959,107
2023-04-16,-1242,-1147,1740,604,-1053,-1905,-863,-698,-911,557,-295,296,-1763,1843,202,509,107,-1147,509,107,-153,-1005,1503,-1810,-863,888,344,-863,391,1456,-603,-2279,746,391,-556,-295,-911,-556,604,888,-1005,-603,-508,1752,-1313,344,2049,651,-508
2023-04-15,950,1843,249,-1360,2347,438,-1502,-745,-556,1243,-1763,-1810,344,-911,391,-2714,-343,2599,2049,1101,950,-2119,-106,-1195,-958,2049,1456,-106,1006,1843,-1597,-792,1148,651,1740,2049,-1005,699,1290,-863,2484,-1363,-745,-1692,-1455,4282,-2164,4347,2645
2023-04-07,-47,-1242,604,557,-603,959,1637,-650,-1455,2690,-461,-698,699,-911,-2577,-1905,-745,-650,1431,107,2141,-95,-1408,841,-1005,3698,2187,-1857,-201,793,651,1006,2347,2736,1843,-414,-153,-556,-508,-106,604,-1550,296,0,-343,438,-2233,-295,-414
2023-04-05,-958,296,-1100,-863,-2279,296,438,344,-201,-1147,-1100,-295,-603,-95,-201,699,2393,-650,841,-603,296,-295,154,-1360,0,-1242,-1005,-47,-1242,-153,2897,-1147,-650,2782,-343,557,-1313,1889,107,-414,-1242,2897,-248,-1360,-1597,-1147,202,-153,1683
2023-03-27,-1708,-1984,-684,-524,-875,473,-1454,-1136,112,-500,-415,-582,639,-229,851,1226,805,-990,1184,-1250,-515,2881,370,-436,-1808,650,12,269,-1492,-606,-2335,1332,-2131,-596,667,-281,1900,1084,-544,-1312,-774,-564,-250,376,-112,-233,1527,-708,311
2023-03-26,-162,-1241,539,-530,-466,2438,2659,-594,-942,-448,-179,-1274,277,-159,3432,998,-443,1003,294,998,-1775,-812,-562,37,733,27,161,566,-310,159,-494,711,1517,-447,-534,-1447,-485,500,1955,-800,-354,-987,436,-443,357,765,-189,-1623,1035
2023-03-25,-556,290,-1103,-1475,1322,-327,-412,-450,-500,37,-1323,-45,922,128,-345,2355,-1421,646,-1152,-1083,-904,-160,731,-1299,-838,1590,923,198,-595,-862,517,1331,-499,-1242,-1212,1042,-288,-1214,-89,4445,1022,-1355,-2304,-1433,86,3415,38,-768,4026
2023-03-17,280,79,-1465,-823,680,-985,471,-1579,1230,1316,1446,161,-430,-696,-36,-380,-166,1985,2049,-1288,1359,-444,-505,1568,-43,-454,-892,-29,555,-1292,-1517,-1682,-351,-3190,-1467,794,-1683,778,-1125,-638,510,-962,-471,-2600,3184,704,-2657,2926,-1935
2023-03-16,-530,1007,-245,-550,373,-589,-768,393,2759,-354,-980,-484,993,-753,900,4303,-266,1177,-1060,-582,115,-1100,-559,-372,397,-165,-127,2319,-426,239,-1274,-512,-639,400,-552,976,-519,-933,1760,1443,-81,213,-110,-667,-777,39,-313,1287,-662
2023-03-15,2541,1360,42,-480,-545,-939,-1185,-355,1493,1625,-735,-1132,1186,1389,-792,-853,-371,-734,-551,-670,2272,-602,1456,660,-761,-581,2647,-598,-121,-463,-1630,1091,367,1790,-178,569,-801,-1198,-613,650,-42,-138,32,-418,112,211,1382,23,699
2023-03-07,376,-1637,2346,-282,1421,-512,1626,-2697,-1417,-604,1074,-181,15,-310,4563,789,-420,-2168,604,1588,203,-1123,1388,3382,661,-2041,-311,38,-1012,-3070,-2526,680,-1302,739,-1224,1530,-100,179,933,-671,-888,-697,2239,832,222,-2063,-2143,-252,-358
2023-03-06,924,-824,-516,-325,-689,-850,-973,2229,-806,982,-521,-108,1899,743,-1137,-2327,1535,-503,1106,-513,-1234,-459,-1317,-725,269,1207,-872,-1655,261,1791,-1375,106,2995,574,395,-851,2949,405,303,-693,180,654,1160,-846,166,-1908,1071,385,-815
2023-03-05,3137,-1779,261,146,-1502,395,54,-901,-217,-384,-98,918,-2521,992,-396,871,269,215,-604,-620,-1366,-56,-1713,-623,-982,247,2249,-1604,-811,494,691,-2150,-538,1467,-440,1438,-607,939,913,381,742,-192,-348,481,743,6,-1617,-678,-405
2023-02-27,808,-1712,992,-766,-556,935,-533,288,-298,61,995,-1839,1657,-1516,-1163,-418,318,1461,-764,-245,526,-1070,-832,533,-143,-1001,-1855,-37,1232,-1442,149,294,-160,118,-610,-19,1164,1708,-1559,244,-1088,2380,-1288,1236,-853,-941,2593,1261,320
2023-02-26,286,-1051,-734,387,-2146,183,1788,494,-1170,-242,-993,-497,-895,1896,-218,-1052,-1533,3131,1400,-1050,-552,1043,643,-100,1252,-1109,797,213,-1063,23,1720,2101,-449,-40,589,-852,1656,465,-740,564,-77,547,557,1188,59,-805,32,157,-2516
2023-02-25,-385,975,585,1510,-173,400,1937,-1319,-270,629,2402,272,-932,285,-715,-606,563,-631,1362,531,1361,1349,-1254,-1104,-1830,866,-1042,1359,2180,-1515,459,-2581,1350,121,-2047,-1055,844,-756,-245,330,300,-1676,-883,2051,-1971,908,121,-1820,-62
2023-02-17,157,-259,-588,-391,2290,2007,-1508,-1597,923,-1287,-1500,527,-510,821,500,1469,1279,-1386,1742,-1776,3612,1765,-1387,3224,-686,74,79,-1002,-2621,-922,-1369,-1140,607,-1505,-987,413,27,-2494,-1740,-558,948,477,-457,1843,151,1904,-2064,-502,-212
2023-02-16,-349,417,-141,-326,-1479,-1008,-844,-136,971,-1044,-840,571,-760,324,208,-400,-782,-878,1050,-125,-852,-668,-677,67,-760,-480,-230,1142,-582,874,193,-1670,-308,2215,-249,27,97,820,-594,648,-1099,-632,-1168,870,233,-82,-91,537,-803
2023-02-15,1890,849,518,1030,749,-614,987,1023,-774,740,915,-960,1313,-1962,-467,-1152,35,-1185,-1601,-819,-1313,480,882,-543,445,-1029,-93,12,-1155,-1709,585,-796,-28,375,-781,149,-1702,-311,1565,-1033,-1042,-830,-382,-1066,376,-1637,1303,-1123,1280
2023-02-07,130,-3254,-1828,2158,-1349,2951,-576,937,-1510,156,1265,-457,-532,1442,-1264,-701,-389,-2034,3162,-1553,-1,-2054,107,-1642,1767,-529,1570,-834,1904,80,-1489,279,-504,-329,-1241,-541,-776,-1762,-1193,-50,-336,-641,-113,-50,550,-1552,118,-1076,-1610
2023-02-06,-1415,-849,-137,-1367,-1128,-132,-590,-339,-1137,-638,-394,2125,64,-508,12,1095,-20,-2571,-1587,2506,-374,-590,-613,-570,-1251,-828,-275,-587,-2007,-1988,-1044,270,685,-853,-946,-778,-179,67,884,-1621,-1312,-2524,280,-636,-887,113,-489,1396,989
2023-02-05,673,1154,-251,-975,1014,-1167,2558,972,-816,-22,190,-612,-1745,3967,-235,43,-179,1944,-413,-1741,282,1184,2843,-571,-1312,-1021,-570,2105,-733,-2455,106,-2302,-451,-765,-1043,-50,2549,997,181,-583,-1115,463,1909,-86,-555,391,347,-627,-1315
