,日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
3190,2023-08-02,マイジャグラーV,635,4706,-342,17,12,162.3,276.8,392.2,5.922826880946136,1,2,-219.0,3843.0,349.4,256.2
3191,2023-08-02,マイジャグラーV,636,870,-325,3,1,217.5,290.0,870.0,6.544052805240808,0,2,1239.0,2662.0,156.6,532.4
3192,2023-08-02,マイジャグラーV,637,5622,-161,18,18,156.2,312.3,312.3,5.590803553779064,3,2,-361.0,4274.0,251.4,534.2
3193,2023-08-02,マイジャグラーV,638,1704,-147,5,9,121.7,340.8,189.3,6.456003190720451,0,2,-92.0,3577.0,223.6,511.0
3194,2023-08-02,マイジャグラーV,650,6307,983,28,17,140.2,225.2,371.0,5.850104830977635,2,2,-1872.0,3464.0,692.8,346.4
3195,2023-08-02,マイジャグラーV,651,6651,297,21,30,130.4,316.7,221.7,5.754826088951175,6,2,-964.0,3859.0,321.6,643.2
3196,2023-08-02,マイジャグラーV,652,1054,-103,4,1,210.8,263.5,1054.0,5.576982860473929,0,2,-508.0,2270.0,283.8,1135.0
3197,2023-08-02,マイジャグラーV,653,2813,525,14,6,140.7,200.9,468.8,6.045593039781589,0,2,-953.0,4628.0,330.6,330.6
3198,2023-08-02,マイジャグラーV,655,2530,208,13,1,180.7,194.6,2530.0,5.944652058545777,0,2,-14.0,6039.0,251.6,402.6
3199,2023-08-02,マイジャグラーV,656,1901,-308,5,6,172.8,380.2,316.8,5.560943888024821,0,2,2167.0,7293.0,197.1,317.1
3200,2023-08-02,マイジャグラーV,657,5726,-681,19,14,173.5,301.4,409.0,5.776861816620408,1,2,-631.0,2456.0,350.9,350.9
3201,2023-08-02,マイジャグラーV,658,4437,-219,17,13,147.9,261.0,341.3,6.2235888355528,1,2,-2322.0,6618.0,367.7,413.6
3202,2023-08-02,マイジャグラーV,660,4719,28,16,20,131.1,294.9,235.9,6.053326351334276,1,2,-747.0,2701.0,337.6,385.9
3203,2023-08-02,マイジャグラーV,661,1472,-231,6,1,210.3,245.3,1472.0,5.998400073480402,0,2,-492.0,3567.0,274.4,445.9
3204,2023-08-02,マイジャグラーV,662,2700,-8,11,5,168.8,245.5,540.0,5.812027722295933,0,2,-842.0,2408.0,301.0,602.0
3205,2023-08-02,マイジャグラーV,663,3093,-375,10,10,154.7,309.3,309.3,6.024939377517259,0,2,-561.0,5309.0,331.8,252.8
3206,2023-08-02,マイジャグラーV,665,1328,-542,3,3,221.3,442.7,442.7,5.853302143930583,0,2,-931.0,929.0,0.0,929.0
