日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,year,month,day,weekday,day_end,day_end_2,day_zoro,machine_end,machine_end_2,machine_zoro,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
2023-09-14,ハッピージャグラーVIII,370,1349,-571,3,3,224.8,449.7,449.7,6.101571375126948,0,2023,9,14,3,4,1,0,0,7,0,-142.0,2976.0,297.6,270.5
2023-09-14,ハッピージャグラーVIII,371,1512,-714,3,5,189.0,504.0,302.4,6.57887007906392,0,2023,9,14,3,4,1,0,1,7,0,-333.0,2011.0,335.2,335.2
2023-09-14,ハッピージャグラーVIII,372,2787,286,12,2,199.1,232.2,1393.5,5.397506790519144,0,2023,9,14,3,4,1,0,2,7,0,715.0,5252.0,238.7,262.6
2023-09-14,ハッピージャグラーVIII,373,917,-428,2,2,229.2,458.5,458.5,6.240031451936063,0,2023,9,14,3,4,1,0,3,7,0,-619.0,1504.0,376.0,1504.0
2023-09-14,ハッピージャグラーVIII,411,2445,-95,9,6,163.0,271.7,407.5,6.041076540841275,0,2023,9,14,3,4,1,0,1,1,1,-619.0,1257.0,628.5,251.4
2023-09-14,ハッピージャグラーVIII,412,579,-238,2,1,193.0,289.5,579.0,7.435067160390226,0,2023,9,14,3,4,1,0,2,1,0,-48.0,4583.0,241.2,416.6
2023-09-14,ハッピージャグラーVIII,413,1791,-190,6,5,162.8,298.5,358.2,6.134829315972097,0,2023,9,14,3,4,1,0,3,1,0,-428.0,348.0,0.0,0.0
2023-09-14,ハッピージャグラーVIII,414,1256,-762,3,1,314.0,418.7,1256.0,6.531220116157958,0,2023,9,14,3,4,1,0,4,1,0,-904.0,3256.0,407.0,271.3
2023-09-14,ハッピージャグラーVIII,415,3522,286,15,10,140.9,234.8,352.2,6.304601674523327,0,2023,9,14,3,4,1,0,5,1,0,-476.0,717.0,717.0,717.0
2023-09-14,ハッピージャグラーVIII,416,3816,1477,19,14,115.6,200.8,272.6,6.047873291349006,0,2023,9,14,3,4,1,0,6,1,0,-142.0,2503.0,278.1,417.2
2023-09-13,アイムジャグラーEX-TP,288,2618,-142,10,8,145.4,261.8,327.2,6.539601232202754,0,2023,9,13,2,3,1,0,8,8,1,-428.0,912.0,456.0,0.0
2023-09-13,アイムジャグラーEX-TP,289,1671,-381,5,5,167.1,334.2,334.2,6.331575875809265,0,2023,9,13,2,3,1,0,9,8,0,-714.0,1820.0,364.0,910.0
2023-09-13,アイムジャグラーEX-TP,290,2924,-1000,7,9,182.8,417.7,324.9,6.193590455736417,0,2023,9,13,2,3,1,0,0,9,0,-476.0,3772.0,314.3,314.3
2023-09-13,アイムジャグラーEX-TP,291,1317,-333,4,2,219.5,329.2,658.5,5.849117289590995,0,2023,9,13,2,3,1,0,1,9,0,1096.0,4828.0,209.9,536.4
2023-09-13,アイムジャグラーEX-TP,292,1263,-857,1,4,252.6,1263.0,315.8,5.929514272312685,0,2023,9,13,2,3,1,0,2,9,0,238.0,2313.0,231.3,578.2
2023-09-13,アイムジャグラーEX-TP,293,2343,-48,10,4,167.4,234.3,585.8,6.284968688623981,0,2023,9,13,2,3,1,0,3,9,0,-523.0,459.0,0.0,0.0
2023-09-13,アイムジャグラーEX-TP,294,1088,-904,1,2,362.7,1088.0,544.0,6.194743725786481,0,2023,9,13,2,3,1,0,4,9,0,-762.0,1471.0,490.3,490.3
2023-09-13,アイムジャグラーEX-TP,295,4366,-48,17,11,155.9,256.8,396.9,6.158354280107004,2,2023,9,13,2,3,1,0,5,9,0,-523.0,548.0,0.0,548.0
2023-09-13,アイムジャグラーEX-TP,296,764,-571,1,2,254.7,764.0,382.0,6.651528924443419,0,2023,9,13,2,3,1,0,6,9,0,334.0,4298.0,226.2,477.6
2023-09-13,アイムジャグラーEX-TP,297,2781,-666,8,7,185.4,347.6,397.3,6.031707260099905,0,2023,9,13,2,3,1,0,7,9,0,-428.0,509.0,0.0,509.0
2023-09-13,アイムジャグラーEX-TP,298,995,-952,0,3,331.7,0.0,331.7,6.228830973628884,0,2023,9,13,2,3,1,0,8,9,0,-190.0,578.0,289.0,0.0
2023-09-13,アイムジャグラーEX-TP,299,670,-714,0,1,670.0,0.0,670.0,6.058383831168214,0,2023,9,13,2,3,1,0,9,9,1,96.0,2079.0,259.9,346.5
2023-09-13,アイムジャグラーEX-TP,300,4436,238,18,13,143.1,246.4,341.2,6.233754349241647,2,2023,9,13,2,3,1,0,0,0,1,-381.0,283.0,0.0,0.0
2023-09-13,アイムジャグラーEX-TP,301,837,-666,1,2,279.0,837.0,418.5,6.639867621506603,0,2023,9,13,2,3,1,0,1,0,0,1000.0,5667.0,226.7,377.8
2023-09-13,アイムジャグラーEX-TP,302,3943,238,15,11,151.7,262.9,358.5,5.851596334178954,0,2023,9,13,2,3,1,0,2,0,0,-190.0,387.0,387.0,0.0
