,日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
8747,2023-07-17,マイジャグラーV,961,6304,-50,25,12,170.4,252.2,525.3,5.745134095157192,1,7,-962.0,3184.0,318.4,454.9
8748,2023-07-17,マイジャグラーV,962,7696,1962,38,20,132.7,202.5,384.8,5.897058808204415,2,7,-562.0,6299.0,300.0,349.9
8749,2023-07-17,マイジャグラーV,963,7800,838,29,30,132.2,269.0,260.0,5.788291029336246,5,7,-612.0,3982.0,284.4,568.9
8750,2023-07-17,マイジャグラーV,964,7530,788,28,27,136.9,268.9,278.9,5.697994433653452,4,7,862.0,8462.0,256.4,291.8
8751,2023-07-17,マイジャグラーV,965,3659,-788,11,8,192.6,332.6,457.4,5.765088096905601,0,7,-212.0,5409.0,257.6,676.1
8752,2023-07-17,マイジャグラーV,966,9198,3972,45,39,109.5,204.4,235.8,5.763692851022089,5,7,938.0,7470.0,233.4,355.7
8753,2023-07-17,マイジャグラーV,967,8608,-162,28,32,143.5,307.4,269.0,5.799658660981708,4,7,-938.0,6377.0,289.9,425.1
8754,2023-07-17,マイジャグラーV,968,7856,4102,43,25,115.5,182.7,314.2,5.555455531583903,3,7,538.0,8526.0,275.0,266.4
8755,2023-07-17,マイジャグラーV,969,5862,-1038,20,14,172.4,293.1,418.7,6.108264725222141,1,7,-262.0,5817.0,264.4,484.8
8756,2023-07-17,マイジャグラーV,970,6547,-488,22,21,152.3,297.6,311.8,5.941265744446388,1,7,512.0,6474.0,269.8,269.8
8757,2023-07-17,マイジャグラーV,971,6572,3468,38,20,113.3,172.9,328.6,5.776222047467775,3,7,1188.0,7585.0,216.7,379.2
8758,2023-07-17,マイジャグラーV,972,7907,1380,35,28,125.5,225.9,282.4,6.112783024977803,1,7,-1388.0,7084.0,372.8,283.4
8759,2023-07-17,マイジャグラーV,973,6994,2676,30,33,111.0,233.1,211.9,5.565271738347579,6,7,1338.0,7452.0,232.9,338.7
8760,2023-07-17,マイジャグラーV,974,6358,-262,22,15,171.8,289.0,423.9,5.5681205237640565,1,7,388.0,5871.0,234.8,366.9
8761,2023-07-17,マイジャグラーV,975,7385,138,30,19,150.7,246.2,388.7,6.004849790303643,1,7,-2028.0,5490.0,422.3,392.1
8762,2023-07-17,マイジャグラーV,976,5454,-112,20,13,165.3,272.7,419.5,5.691431867861545,1,7,412.0,5022.0,239.1,502.2
8763,2023-07-17,マイジャグラーV,977,7395,1332,34,22,132.1,217.5,336.1,6.027343508408151,1,7,0.0,7035.0,319.8,251.2
8764,2023-07-17,マイジャグラーV,978,9284,1740,33,43,122.2,281.3,215.9,5.608633838137866,6,7,-438.0,6336.0,316.8,264.0
8765,2023-07-17,マイジャグラーV,979,5901,2196,32,10,140.5,184.4,590.1,5.54074262521294,1,7,-238.0,5844.0,292.2,307.6
8766,2023-07-17,マイジャグラーV,980,5292,-462,17,13,176.4,311.3,407.1,5.552943388167128,1,7,-1712.0,5062.0,316.4,506.2
8767,2023-07-17,マイジャグラーV,981,7311,938,32,17,149.2,228.5,430.1,5.75473605956883,1,7,-712.0,7654.0,294.4,402.8
8768,2023-07-17,マイジャグラーV,1018,7854,2340,36,28,122.7,218.2,280.5,5.74606758849313,4,7,188.0,6133.0,255.5,340.7
8769,2023-07-17,マイジャグラーV,1019,7250,812,32,18,145.0,226.6,402.8,5.925718563616036,1,7,-1688.0,4374.0,397.6,546.8
8770,2023-07-17,マイジャグラーV,1020,6016,-88,20,16,167.1,300.8,376.0,5.452566855666024,2,7,-288.0,6757.0,281.5,355.6
8771,2023-07-17,マイジャグラーV,1021,4622,-50,21,5,177.8,220.1,924.4,6.016652870205232,1,7,-1112.0,2274.0,379.0,758.0
8772,2023-07-17,マイジャグラーV,1022,8790,3564,41,37,112.7,214.4,237.6,5.637389495200871,5,7,-1692.0,7377.0,368.9,320.7
8773,2023-07-17,マイジャグラーV,1023,7148,362,27,23,143.0,264.7,310.8,5.835263737165353,3,7,362.0,4003.0,235.5,444.8
8774,2023-07-17,マイジャグラーV,1024,7338,1088,29,25,135.9,253.0,293.5,5.678726435009594,3,7,-438.0,5772.0,303.8,339.5
8775,2023-07-17,マイジャグラーV,1025,4931,-2028,11,14,197.2,448.3,352.2,6.083154448298284,1,7,-412.0,7291.0,260.4,428.9
8776,2023-07-17,マイジャグラーV,1026,8852,388,33,26,150.0,268.2,340.5,5.703377852271618,2,7,738.0,6375.0,212.5,579.5
8777,2023-07-17,マイジャグラーV,1027,6941,-438,26,17,161.4,267.0,408.3,5.979330307532471,1,7,-588.0,7047.0,306.4,391.5
8778,2023-07-17,マイジャグラーV,1028,6140,-612,20,15,175.4,307.0,409.3,5.638391624913069,1,7,-112.0,4458.0,247.7,495.3
8779,2023-07-17,マイジャグラーV,1029,6167,1238,27,15,146.8,228.4,411.1,5.509153059272077,1,7,-912.0,6004.0,375.2,285.9
8780,2023-07-17,マイジャグラーV,1030,8116,3636,48,14,130.9,169.1,579.7,5.717364448419783,1,7,-512.0,4418.0,315.6,368.2
8781,2023-07-17,マイジャグラーV,1031,4827,-1980,12,10,219.4,402.2,482.7,6.023051263451748,1,7,-562.0,4661.0,291.3,517.9
8782,2023-07-17,マイジャグラーV,1032,6812,-2220,17,17,200.4,400.7,400.7,5.840022836443967,1,7,1438.0,7540.0,235.6,327.8
8783,2023-07-17,マイジャグラーV,1033,7951,62,30,26,142.0,265.0,305.8,6.041653272734789,1,7,2988.0,8304.0,202.5,319.4
8784,2023-07-17,マイジャグラーV,1034,4862,-1162,15,10,194.5,324.1,486.2,5.893166485289479,1,7,-1312.0,3558.0,395.3,593.0
8785,2023-07-17,マイジャグラーV,1035,6143,-1662,18,15,186.2,341.3,409.5,6.031569919844542,1,7,-1112.0,6185.0,363.8,294.5
8888,2023-07-16,マイジャグラーV,952,5042,-362,18,15,152.8,280.1,336.1,6.05492703280027,1,6,462.0,6497.0,232.0,541.4
8889,2023-07-16,マイジャグラーV,953,6445,-1838,17,17,189.6,379.1,379.1,5.869251483805912,2,6,-812.0,2726.0,389.4,340.8
8890,2023-07-16,マイジャグラーV,954,3077,-1362,6,5,279.7,512.8,615.4,5.454838595511931,0,6,338.0,6881.0,275.2,382.3
8891,2023-07-16,マイジャグラーV,955,5235,388,21,17,137.8,249.3,307.9,5.989852820319983,1,6,-1538.0,4459.0,371.6,495.4
8892,2023-07-16,マイジャグラーV,956,8078,162,30,27,141.7,269.3,299.2,5.953730342894276,1,6,1260.0,7959.0,227.4,294.8
8893,2023-07-16,マイジャグラーV,957,8408,2268,39,29,123.6,215.6,289.9,5.87371500171751,4,6,-1012.0,4397.0,338.2,366.4
8894,2023-07-16,マイジャグラーV,958,3151,-488,10,7,185.4,315.1,450.1,5.694857013894722,0,6,962.0,6422.0,247.0,321.1
8895,2023-07-16,マイジャグラーV,959,6880,488,28,18,149.6,245.7,382.2,5.803124121992804,2,6,-562.0,4342.0,289.5,434.2
8896,2023-07-16,マイジャグラーV,960,6242,-738,24,8,195.1,260.1,780.2,5.838031390188497,1,6,588.0,7045.0,242.9,370.8
8897,2023-07-16,マイジャグラーV,961,3184,-962,10,7,187.3,318.4,454.9,6.311265634926703,0,6,-1338.0,6069.0,357.0,289.0
8898,2023-07-16,マイジャグラーV,962,6299,-562,21,18,161.5,300.0,349.9,5.833043053822507,2,6,-312.0,5368.0,282.5,335.5
8899,2023-07-16,マイジャグラーV,963,3982,-612,14,7,189.6,284.4,568.9,5.84693948050185,0,6,88.0,5391.0,269.6,385.1
8900,2023-07-16,マイジャグラーV,964,8462,862,33,29,136.5,256.4,291.8,5.826898260027204,3,6,288.0,7988.0,266.3,307.2
8901,2023-07-16,マイジャグラーV,965,5409,-212,21,8,186.5,257.6,676.1,5.627496872549695,1,6,738.0,7818.0,252.2,300.7
8902,2023-07-16,マイジャグラーV,966,7470,938,32,21,140.9,233.4,355.7,5.867562112676221,2,6,-538.0,7175.0,265.7,448.4
8903,2023-07-16,マイジャグラーV,967,6377,-938,22,15,172.4,289.9,425.1,5.996986124202988,1,6,-100.0,6161.0,267.9,410.7
8904,2023-07-16,マイジャグラーV,968,8526,538,31,32,135.3,275.0,266.4,5.855493357001677,4,6,2340.0,7160.0,204.6,298.3
8905,2023-07-16,マイジャグラーV,969,5817,-262,22,12,171.1,264.4,484.8,5.779725818506069,1,6,-238.0,5695.0,284.8,406.8
8906,2023-07-16,マイジャグラーV,970,6474,512,24,24,134.9,269.8,269.8,5.841213183527027,4,6,-888.0,6561.0,298.2,410.1
8907,2023-07-16,マイジャグラーV,971,7585,1188,35,20,137.9,216.7,379.2,6.005946530417988,1,6,-488.0,4034.0,336.2,288.1
8908,2023-07-16,マイジャグラーV,972,7084,-1388,19,25,161.0,372.8,283.4,5.89640841930712,4,6,-188.0,6901.0,328.6,246.5
8909,2023-07-16,マイジャグラーV,973,7452,1338,32,22,138.0,232.9,338.7,5.708152568944987,2,6,-462.0,6310.0,274.3,371.2
8910,2023-07-16,マイジャグラーV,974,5871,388,25,16,143.2,234.8,366.9,6.068615646270813,1,6,-138.0,5030.0,251.5,419.2
8911,2023-07-16,マイジャグラーV,975,5490,-2028,13,14,203.3,422.3,392.1,5.918451739493201,1,6,-788.0,4341.0,310.1,482.3
8912,2023-07-16,マイジャグラーV,976,5022,412,21,10,162.0,239.1,502.2,5.624077410038887,1,6,-1488.0,6234.0,366.7,366.7
8913,2023-07-16,マイジャグラーV,977,7035,0,22,28,140.7,319.8,251.2,5.701100335156931,5,6,1572.0,8500.0,229.7,314.8
8914,2023-07-16,マイジャグラーV,978,6336,-438,20,24,144.0,316.8,264.0,5.946198391530812,1,6,-338.0,5356.0,297.6,334.8
