日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日のG数,前日の差枚,前日のBB回数,前日のRB回数,前日の合成回数,前日の合成確率,前日のBB確率,前日のRB確率,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング,2日前のG数,2日前の差枚,2日前のBB回数,2日前のRB回数,2日前の合成回数,2日前の合成確率,2日前のBB確率,2日前のRB確率,3日前のG数,3日前の差枚,3日前のBB回数,3日前のRB回数,3日前の合成回数,3日前の合成確率,3日前のBB確率,3日前のRB確率,4日前のG数,4日前の差枚,4日前のBB回数,4日前のRB回数,4日前の合成回数,4日前の合成確率,4日前のBB確率,4日前のRB確率,5日前のG数,5日前の差枚,5日前のBB回数,5日前のRB回数,5日前の合成回数,5日前の合成確率,5日前のBB確率,5日前のRB確率,6日前のG数,6日前の差枚,6日前のBB回数,6日前のRB回数,6日前の合成回数,6日前の合成確率,6日前のBB確率,6日前のRB確率,G数過去2日間合計,差枚過去2日間合計,合成回数過去2日間合計,合成確率過去2日間平均,G数過去3日間合計,差枚過去3日間合計,合成回数過去3日間合計,合成確率過去3日間平均,G数過去4日間合計,差枚過去4日間合計,合成回数過去4日間合計,合成確率過去4日間平均,G数過去5日間合計,差枚過去5日間合計,合成回数過去5日間合計,合成確率過去5日間平均,G数過去6日間合計,差枚過去6日間合計,合成回数過去6日間合計,合成確率過去6日間平均,過去2日間合計G数ランキング,過去2日間合計差枚ランキング,過去2日間合計合成回数ランキング,過去2日間平均合成確率ランキング,過去3日間合計G数ランキング,過去3日間合計差枚ランキング,過去3日間合計合成回数ランキング,過去3日間平均合成確率ランキング,過去6日間合計G数ランキング,過去6日間合計差枚ランキング,過去6日間合計合成回数ランキング,過去6日間平均合成確率ランキング
2023-09-10,アイムジャグラーEX-TP,58,1468,-740,2,6,183.5,734.0,244.7,6.188955732608781,0,0,8,7,,,,,,,,,,,,,,,,,,,,,3085.0,-479.0,10.0,8.0,18.0,171.4,308.5,385.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,アイムジャグラーEX-TP,60,5544,246,19,23,132.0,291.8,241.0,6.076860046953608,5,0,42,7,,,,,,,,,,,,,,,,,,,,,1322.0,-624.0,3.0,2.0,5.0,264.4,440.7,661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,アイムジャグラーEX-TP,61,5548,-29,22,16,146.0,252.2,346.8,6.389294950515325,2,0,38,7,,,,,,,,,,,,,,,,,,,,,579.0,-653.0,0.0,1.0,1.0,579.0,0.0,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,マイジャグラーV,11,4362,513,19,9,155.8,229.6,484.7,5.675833531432871,1,0,28,2,,,,,,,,,,,,,,,,,,,,,6721.0,-1987.0,18.0,13.0,31.0,216.8,373.4,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,マイジャグラーV,12,4476,-856,14,12,172.2,319.7,373.0,5.989810617537499,1,0,26,2,,,,,,,,,,,,,,,,,,,,,1349.0,-508.0,4.0,2.0,6.0,224.8,337.2,674.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,ハッピージャグラーVIII,6,3200,-218,13,7,160.0,246.2,457.1,6.509092388430088,0,0,20,2,,,,,,,,,,,,,,,,,,,,,1952.0,536.0,9.0,6.0,15.0,130.1,216.9,325.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,ハッピージャグラーVIII,7,1425,72,6,3,158.3,237.5,475.0,6.060195281819014,0,0,9,2,,,,,,,,,,,,,,,,,,,,,721.0,-595.0,0.0,3.0,3.0,240.3,0.0,240.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,ゴーゴージャグラー3,8,3965,-1522,9,12,188.8,440.6,330.4,6.335523702837973,0,0,21,2,,,,,,,,,,,,,,,,,,,,,3925.0,-29.0,14.0,13.0,27.0,145.4,280.4,301.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,ゴーゴージャグラー3,10,8300,2039,39,32,116.9,212.8,259.4,6.500378372927882,5,0,71,2,,,,,,,,,,,,,,,,,,,,,2832.0,-508.0,10.0,5.0,15.0,188.8,283.2,566.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-07,アイムジャグラーEX-TP,53,2958,-218,11,6,174.0,268.9,493.0,6.028245079424573,0,7,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
