日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日のG数,前日の差枚,前日のBB回数,前日のRB回数,前日の合成回数,前日の合成確率,前日のBB確率,前日のRB確率,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング,2日前のG数,2日前の差枚,2日前のBB回数,2日前のRB回数,2日前の合成回数,2日前の合成確率,2日前のBB確率,2日前のRB確率,3日前のG数,3日前の差枚,3日前のBB回数,3日前のRB回数,3日前の合成回数,3日前の合成確率,3日前のBB確率,3日前のRB確率,G数過去2日間合計,差枚過去2日間合計,合成回数過去2日間合計,合成確率過去2日間平均,G数過去3日間合計,差枚過去3日間合計,合成回数過去3日間合計,合成確率過去3日間平均,過去2日間合計G数ランキング,過去2日間合計差枚ランキング,過去2日間合計合成回数ランキング,過去2日間平均合成確率ランキング,過去3日間合計G数ランキング,過去3日間合計差枚ランキング,過去3日間合計合成回数ランキング,過去3日間平均合成確率ランキング
2023-03-23,マイジャグラーV,205,1677,-973,3,4,239.6,559.0,419.2,6.17694115912428,0,3,7,15,5462.0,680.0,23.0,21.0,44.0,124.1,237.5,260.1,4.0,5.0,4.0,14.0,8158.0,1827.0,35.0,28.0,63.0,129.5,233.1,291.4,3797.0,-573.0,14.0,8.0,22.0,172.6,271.2,474.6,13620.0,2507.0,107.0,126.8,17417.0,1934.0,129.0,142.0666666666667,3.0,3.0,2.0,13.0,3.0,4.0,2.0,13.0
2023-03-23,ファンキージャグラー2,206,3144,227,13,9,142.9,241.8,349.3,5.974725996861369,0,3,22,5,998.0,-307.0,2.0,2.0,4.0,249.5,499.0,499.0,4.0,1.0,4.0,3.0,6589.0,-173.0,26.0,16.0,42.0,156.9,253.4,411.8,4675.0,-600.0,16.0,11.0,27.0,173.1,292.2,425.0,7587.0,-480.0,46.0,203.2,12262.0,-1080.0,73.0,193.16666666666666,4.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0
2023-03-23,ファンキージャグラー2,207,1956,0,8,5,150.5,244.5,391.2,6.122335915293915,0,3,13,5,3427.0,-813.0,9.0,10.0,19.0,180.4,380.8,342.7,1.0,3.0,1.0,5.0,6873.0,-1716.0,20.0,17.0,37.0,185.8,343.6,404.3,1854.0,-760.0,6.0,1.0,7.0,264.9,309.0,1854.0,10300.0,-2529.0,56.0,183.10000000000002,12154.0,-3289.0,63.0,210.36666666666667,1.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0
2023-03-23,ファンキージャグラー2,208,5108,1347,26,13,131.0,196.5,392.9,6.005129047966026,1,3,39,5,991.0,-413.0,3.0,0.0,3.0,330.3,330.3,0.0,5.0,2.0,5.0,1.0,8664.0,600.0,32.0,33.0,65.0,133.3,270.8,262.5,3247.0,-760.0,10.0,8.0,18.0,180.4,324.7,405.9,9655.0,187.0,68.0,231.8,12902.0,-573.0,86.0,214.66666666666666,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
2023-03-23,ファンキージャグラー2,210,4334,-360,14,12,166.7,309.6,361.2,5.677525523729295,3,3,26,5,2494.0,-1400.0,5.0,6.0,11.0,226.7,498.8,415.7,2.0,5.0,2.0,4.0,5561.0,-1765.0,18.0,13.0,31.0,179.4,308.9,427.8,2483.0,-1213.0,7.0,4.0,11.0,225.7,354.7,620.8,8055.0,-3165.0,42.0,203.05,10538.0,-4378.0,53.0,210.6,3.0,5.0,5.0,4.0,4.0,5.0,4.5,3.0
2023-03-23,ファンキージャグラー2,211,2759,-360,7,11,153.3,394.1,250.8,5.667940695036106,0,3,18,5,1634.0,-867.0,5.0,0.0,5.0,326.8,326.8,0.0,3.0,4.0,3.0,2.0,5889.0,-467.0,21.0,18.0,39.0,151.0,280.4,327.2,1987.0,-760.0,5.0,4.0,9.0,220.8,397.4,496.8,7523.0,-1334.0,44.0,238.9,9510.0,-2094.0,53.0,232.86666666666667,5.0,3.0,4.0,1.0,5.0,3.0,4.5,1.0
2023-03-23,ハッピージャグラーVIII,117,3641,-1107,12,5,214.2,303.4,728.2,6.375314976520574,0,3,17,4,1046.0,-1053.0,1.0,1.0,2.0,523.0,1046.0,1046.0,4.0,3.0,4.0,1.0,4880.0,387.0,21.0,14.0,35.0,139.4,232.4,348.6,7309.0,1027.0,35.0,11.0,46.0,158.9,208.8,664.5,5926.0,-666.0,37.0,331.2,13235.0,361.0,83.0,273.76666666666665,4.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0
2023-03-23,ハッピージャグラーVIII,118,2956,547,14,6,147.8,211.1,492.7,5.988705131941447,0,3,20,4,4000.0,1080.0,20.0,11.0,31.0,129.0,200.0,363.6,2.0,2.0,2.0,4.0,5728.0,-1963.0,12.0,22.0,34.0,168.5,477.3,260.4,3004.0,0.0,12.0,7.0,19.0,158.1,250.3,429.1,9728.0,-883.0,65.0,148.75,12732.0,-883.0,84.0,151.86666666666667,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0
2023-03-23,ハッピージャグラーVIII,120,2166,-1000,5,5,216.6,433.2,433.2,6.428897866227725,0,3,10,4,5512.0,1240.0,27.0,15.0,42.0,131.2,204.1,367.5,1.0,1.0,1.0,3.0,4762.0,-760.0,15.0,13.0,28.0,170.1,317.5,366.3,4187.0,-67.0,17.0,9.0,26.0,161.0,246.3,465.2,10274.0,480.0,70.0,150.64999999999998,14461.0,413.0,96.0,154.1,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0
2023-03-23,ハッピージャグラーVIII,121,6680,600,27,20,142.1,247.4,334.0,6.084825011181321,2,3,47,4,2083.0,-1853.0,2.0,2.0,4.0,520.8,1041.5,1041.5,3.0,4.0,3.0,2.0,7698.0,-467.0,31.0,18.0,49.0,157.1,248.3,427.7,6063.0,680.0,24.0,24.0,48.0,126.3,252.6,252.6,9781.0,-2320.0,53.0,338.95,15844.0,-1640.0,101.0,268.06666666666666,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0
2023-03-22,アイムジャグラーEX-TP,51,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,13,4594.0,-573.0,16.0,13.0,29.0,158.4,287.1,353.4,12.0,10.0,9.0,7.0,853.0,-307.0,2.0,2.0,4.0,213.2,426.5,426.5,4384.0,440.0,19.0,11.0,30.0,146.1,230.7,398.5,5447.0,-880.0,33.0,185.8,9831.0,-440.0,63.0,172.56666666666663,13.0,8.0,12.0,4.0,13.0,8.0,12.0,5.0
2023-03-22,アイムジャグラーEX-TP,111,3905,0,15,11,150.2,260.3,355.0,6.17807701855021,0,2,26,13,5429.0,-307.0,21.0,13.0,34.0,159.7,258.5,417.6,8.0,6.0,8.0,6.0,5745.0,-1800.0,15.0,14.0,29.0,198.1,383.0,410.4,7662.0,493.0,29.0,25.0,54.0,141.9,264.2,306.5,11174.0,-2107.0,63.0,178.89999999999998,18836.0,-1614.0,117.0,166.56666666666666,6.0,10.0,7.0,5.0,4.0,9.0,6.0,6.0
2023-03-22,アイムジャグラーEX-TP,112,2406,-600,6,10,150.4,401.0,240.6,6.366894435302508,0,2,16,13,5344.0,-1864.0,13.0,13.0,26.0,205.5,411.1,411.1,9.0,11.0,11.0,3.0,3190.0,-1213.0,7.0,9.0,16.0,199.4,455.7,354.4,4431.0,200.0,20.0,10.0,30.0,147.7,221.6,443.1,8534.0,-3077.0,42.0,202.45,12965.0,-2877.0,72.0,184.20000000000002,11.0,11.0,10.0,3.0,11.0,10.0,10.0,4.0
2023-03-22,アイムジャグラーEX-TP,113,2545,-467,7,11,141.4,363.6,231.4,6.44084808633419,0,2,18,13,7184.0,-120.0,26.0,20.0,46.0,156.2,276.3,359.2,4.0,5.0,4.0,8.0,2797.0,-867.0,7.0,7.0,14.0,199.8,399.6,399.6,5876.0,-2506.0,14.0,14.0,28.0,209.9,419.7,419.7,9981.0,-987.0,60.0,178.0,15857.0,-3493.0,88.0,188.63333333333335,8.0,9.0,8.0,6.0,8.0,12.0,9.0,3.0
2023-03-22,アイムジャグラーEX-TP,115,4060,-307,12,15,150.4,338.3,270.7,5.8902158074967215,4,2,27,13,6197.0,-520.0,22.0,13.0,35.0,177.1,281.7,476.7,6.0,8.5,7.0,5.0,5281.0,147.0,21.0,15.0,36.0,146.7,251.5,352.1,8574.0,1988.0,32.0,38.0,70.0,122.5,267.9,225.6,11478.0,-373.0,71.0,161.89999999999998,20052.0,1615.0,141.0,148.76666666666665,5.0,7.0,5.0,9.0,1.0,3.0,1.0,13.0
2023-03-22,アイムジャグラーEX-TP,116,2289,-173,8,6,163.5,286.1,381.5,6.037935963903852,0,2,14,13,6263.0,1933.0,34.0,10.0,44.0,142.3,184.2,626.3,5.0,1.0,5.0,11.0,7397.0,-2111.0,21.0,17.0,38.0,194.7,352.2,435.1,5748.0,680.0,19.0,28.0,47.0,122.3,302.5,205.3,13660.0,-178.0,82.0,168.5,19408.0,502.0,129.0,153.1,1.0,5.0,4.0,8.0,3.0,5.0,4.0,10.0
2023-03-22,アイムジャグラーEX-TP,212,1132,-653,2,1,377.3,566.0,1132.0,5.620277843300794,0,2,3,13,8754.0,200.0,33.0,24.0,57.0,153.6,265.3,364.8,1.0,4.0,1.5,9.0,4441.0,200.0,19.0,10.0,29.0,153.1,233.7,444.1,6831.0,-413.0,21.0,23.0,44.0,155.2,325.3,297.0,13195.0,400.0,86.0,153.35,20026.0,-13.0,130.0,153.96666666666667,2.0,4.0,1.0,11.0,2.0,7.0,3.0,9.0
2023-03-22,アイムジャグラーEX-TP,213,3925,-1400,11,4,261.7,356.8,981.2,5.837618281486979,0,2,15,13,5988.0,-360.0,18.0,21.0,39.0,153.5,332.7,285.1,7.0,7.0,6.0,10.0,2720.0,0.0,14.0,2.0,16.0,170.0,194.3,1360.0,5264.0,1747.0,26.0,15.0,41.0,128.4,202.5,350.9,8708.0,-360.0,55.0,161.75,13972.0,1387.0,96.0,150.63333333333333,10.0,6.0,9.0,10.0,10.0,4.0,8.0,11.0
2023-03-22,アイムジャグラーEX-TP,215,4667,0,17,14,150.5,274.5,333.4,6.026874176752813,2,2,31,13,4376.0,-2605.0,8.0,10.0,18.0,243.1,547.0,437.6,13.0,13.0,13.0,1.0,2996.0,-1000.0,9.0,3.0,12.0,249.7,332.9,998.7,4762.0,600.0,20.0,12.0,32.0,148.8,238.1,396.8,7372.0,-3605.0,30.0,246.39999999999998,12134.0,-3005.0,62.0,213.86666666666667,12.0,13.0,13.0,1.0,12.0,11.0,13.0,1.0
2023-03-22,アイムジャグラーEX-TP,216,1075,-600,2,2,268.8,537.5,537.5,6.035324896978408,0,2,4,13,7254.0,1293.0,31.0,21.0,52.0,139.5,234.0,345.4,3.0,2.0,3.0,13.0,4335.0,547.0,18.0,13.0,31.0,139.8,240.8,333.5,6033.0,-53.0,23.0,12.0,35.0,172.4,262.3,502.8,11589.0,1840.0,83.0,139.65,17622.0,1787.0,118.0,150.5666666666667,3.0,1.0,3.0,13.0,6.0,2.0,5.0,12.0
2023-03-22,アイムジャグラーEX-TP,217,3801,-573,12,11,165.3,316.8,345.5,6.112905017952016,0,2,23,13,4831.0,-520.0,17.0,10.0,27.0,178.9,284.2,483.1,11.0,8.5,10.0,4.0,6732.0,1933.0,31.0,26.0,57.0,118.1,217.2,258.9,4634.0,-920.0,18.0,8.0,26.0,178.2,257.4,579.2,11563.0,1413.0,84.0,148.5,16197.0,493.0,110.0,158.39999999999998,4.0,2.0,2.0,12.0,7.0,6.0,7.0,7.0
2023-03-22,アイムジャグラーEX-TP,218,2014,-520,6,6,167.8,335.7,335.7,6.462801539109448,0,2,12,13,7966.0,1187.0,33.0,24.0,57.0,139.8,241.4,331.9,2.0,3.0,1.5,12.0,2353.0,-253.0,10.0,1.0,11.0,213.9,235.3,2353.0,8166.0,2827.0,37.0,34.0,71.0,115.0,220.7,240.2,10319.0,934.0,68.0,176.85000000000002,18485.0,3761.0,139.0,156.23333333333332,7.0,3.0,6.0,7.0,5.0,1.0,2.0,8.0
2023-03-22,アイムジャグラーEX-TP,220,4617,-467,17,9,177.6,271.6,513.0,6.077245542227852,1,2,26,13,5237.0,-2012.0,14.0,11.0,25.0,209.5,374.1,476.1,10.0,12.0,12.0,2.0,3636.0,-1453.0,8.0,8.0,16.0,227.2,454.5,454.5,5118.0,-1320.0,15.0,15.0,30.0,170.6,341.2,341.2,8873.0,-3465.0,41.0,218.35,13991.0,-4785.0,71.0,202.4333333333333,9.0,12.0,11.0,2.0,9.0,13.0,11.0,2.0
2023-03-22,マイジャグラーV,122,2477,-1160,7,3,247.7,353.9,825.7,6.295544668517636,0,2,10,15,7312.0,1400.0,34.0,21.0,55.0,132.9,215.1,348.2,8.0,5.0,8.0,10.0,6374.0,200.0,26.0,15.0,41.0,155.5,245.2,424.9,6138.0,0.0,23.0,16.0,39.0,157.4,266.9,383.6,13686.0,1600.0,96.0,144.2,19824.0,1600.0,135.0,148.6,2.0,3.0,2.0,12.0,2.0,3.0,3.0,13.0
2023-03-22,マイジャグラーV,123,3390,840,15,11,130.4,226.0,308.2,5.671271165870943,0,2,26,15,5648.0,-2012.0,14.0,13.0,27.0,209.2,403.4,434.5,11.0,13.5,11.0,3.0,3475.0,-200.0,12.0,10.0,22.0,158.0,289.6,347.5,4525.0,-1963.0,9.0,11.0,20.0,226.2,502.8,411.4,9123.0,-2212.0,49.0,183.6,13648.0,-4175.0,69.0,197.79999999999998,12.0,13.0,12.0,4.0,14.0,15.0,15.0,2.0
2023-03-22,マイジャグラーV,125,3597,1027,18,8,138.3,199.8,449.6,5.68603910292806,0,2,26,15,3753.0,-920.0,10.0,9.0,19.0,197.5,375.3,417.0,15.0,9.0,14.0,4.0,2939.0,-467.0,11.0,5.0,16.0,183.7,267.2,587.8,8441.0,4034.0,45.0,32.0,77.0,109.6,187.6,263.8,6692.0,-1387.0,35.0,190.6,15133.0,2647.0,112.0,163.6,13.0,11.0,13.0,3.0,10.0,2.0,7.0,7.0
2023-03-22,マイジャグラーV,126,745,-253,2,1,248.3,372.5,745.0,5.630636748020078,0,2,3,15,7040.0,2037.0,40.0,17.0,57.0,123.5,176.0,414.1,9.0,3.0,6.5,15.0,2383.0,-1160.0,5.0,7.0,12.0,198.6,476.6,340.4,5167.0,-707.0,20.0,8.0,28.0,184.5,258.4,645.9,9423.0,877.0,69.0,161.05,14590.0,170.0,97.0,168.86666666666667,11.0,6.0,9.5,8.0,11.0,8.0,11.0,6.0
2023-03-22,マイジャグラーV,127,2878,-813,9,6,191.9,319.8,479.7,6.147741233518325,0,2,15,15,4572.0,-1613.0,11.0,10.0,21.0,217.7,415.6,457.2,13.0,12.0,13.0,2.0,5292.0,840.0,27.0,9.0,36.0,147.0,196.0,588.0,3978.0,-653.0,12.0,13.0,25.0,159.1,331.5,306.0,9864.0,-773.0,57.0,182.35,13842.0,-1426.0,82.0,174.6,10.0,9.0,11.0,6.0,13.0,11.0,13.0,5.0
2023-03-22,マイジャグラーV,128,3278,147,14,6,163.9,234.1,546.3,5.800387391736148,0,2,20,15,4900.0,-1107.0,15.0,11.0,26.0,188.5,326.7,445.5,12.0,10.0,12.0,5.0,1158.0,-53.0,6.0,0.0,6.0,193.0,193.0,0.0,5895.0,-360.0,20.0,19.0,39.0,151.2,294.8,310.3,6058.0,-1160.0,32.0,190.75,11953.0,-1520.0,71.0,177.5666666666667,14.0,10.0,14.0,2.0,15.0,12.0,14.0,3.0
2023-03-22,マイジャグラーV,130,576,-653,0,0,0.0,0.0,0.0,5.727174128763578,0,2,0,15,8040.0,493.0,29.0,28.0,57.0,141.1,277.2,287.1,6.0,8.0,6.5,8.0,2603.0,-707.0,7.0,6.0,13.0,200.2,371.9,433.8,7263.0,-173.0,23.0,29.0,52.0,139.7,315.8,250.4,10643.0,-214.0,70.0,170.64999999999998,17906.0,-387.0,122.0,160.33333333333334,9.0,8.0,8.0,7.0,6.0,9.0,5.0,9.0
2023-03-22,マイジャグラーV,131,7998,1640,35,29,125.0,228.5,275.8,5.95577904429841,4,2,64,15,4423.0,-2111.0,10.0,8.0,18.0,245.7,442.3,552.9,14.0,15.0,15.0,1.0,1471.0,-867.0,3.0,2.0,5.0,294.2,490.3,735.5,8236.0,2235.0,35.0,35.0,70.0,117.7,235.3,235.3,5894.0,-2978.0,23.0,269.95,14130.0,-743.0,93.0,219.19999999999996,15.0,14.0,15.0,1.0,12.0,10.0,12.0,1.0
2023-03-22,マイジャグラーV,132,1135,-200,4,0,283.8,283.8,0.0,5.293992825298732,0,2,4,15,6604.0,-1320.0,20.0,18.0,38.0,173.8,330.2,366.9,10.0,11.0,10.0,7.0,6008.0,-600.0,19.0,22.0,41.0,146.5,316.2,273.1,6016.0,-520.0,20.0,17.0,37.0,162.6,300.8,353.9,12612.0,-1920.0,79.0,160.15,18628.0,-2440.0,116.0,160.96666666666667,3.0,12.0,7.0,9.0,4.0,13.0,6.0,8.0
2023-03-22,マイジャグラーV,188,6708,333,26,21,142.7,258.0,319.4,5.90554999812018,3,2,47,15,8103.0,-2012.0,18.0,27.0,45.0,180.1,450.2,300.1,4.0,13.5,9.0,6.0,4484.0,-1815.0,10.0,14.0,24.0,186.8,448.4,320.3,5542.0,-173.0,20.0,15.0,35.0,158.3,277.1,369.5,12587.0,-3827.0,69.0,183.45,18129.0,-4000.0,104.0,175.0666666666667,4.0,15.0,9.5,5.0,5.0,14.0,10.0,4.0
2023-03-22,マイジャグラーV,200,1003,-413,3,1,250.8,334.3,1003.0,6.11528692245663,0,2,4,15,8082.0,1293.0,31.0,27.0,58.0,139.3,260.7,299.3,5.0,6.5,5.0,9.0,4314.0,-867.0,14.0,10.0,24.0,179.8,308.1,431.4,7334.0,1027.0,31.0,23.0,54.0,135.8,236.6,318.9,12396.0,426.0,82.0,159.55,19730.0,1453.0,136.0,151.63333333333335,5.0,7.0,6.0,10.0,3.0,4.0,2.0,12.0
2023-03-22,マイジャグラーV,201,1758,-573,5,4,195.3,351.6,439.5,6.118981453769229,0,2,9,15,7827.0,2284.0,35.0,27.0,62.0,126.2,223.6,289.9,7.0,2.0,4.0,12.0,3482.0,493.0,14.0,10.0,24.0,145.1,248.7,348.2,4687.0,-2358.0,10.0,13.0,23.0,203.8,468.7,360.5,11309.0,2777.0,86.0,135.65,15996.0,419.0,109.0,158.36666666666665,7.0,2.0,3.0,14.0,9.0,7.0,9.0,10.0
2023-03-22,マイジャグラーV,202,6348,1427,27,24,124.5,235.1,264.5,5.807167965440361,5,2,51,15,8274.0,1293.0,32.0,34.0,66.0,125.4,258.6,243.4,2.0,6.5,2.0,14.0,2923.0,-200.0,12.0,6.0,18.0,162.4,243.6,487.2,5984.0,-360.0,20.0,21.0,41.0,146.0,299.2,285.0,11197.0,1093.0,84.0,143.9,17181.0,733.0,125.0,144.6,8.0,5.0,5.0,13.0,7.0,5.0,4.0,14.0
2023-03-22,マイジャグラーV,203,1730,-307,6,4,173.0,288.3,432.5,6.1393320522061465,0,2,10,15,8415.0,3025.0,39.0,28.0,67.0,125.6,215.8,300.5,1.0,1.0,1.0,13.0,5492.0,1293.0,28.0,11.0,39.0,140.8,196.1,499.3,6753.0,147.0,26.0,20.0,46.0,146.8,259.7,337.6,13907.0,4318.0,106.0,133.2,20660.0,4465.0,152.0,137.73333333333335,1.0,1.0,1.0,15.0,1.0,1.0,1.0,15.0
2023-03-22,マイジャグラーV,205,5462,680,23,21,124.1,237.5,260.1,6.243396271776262,5,2,44,15,8158.0,1827.0,35.0,28.0,63.0,129.5,233.1,291.4,3.0,4.0,3.0,11.0,3797.0,-573.0,14.0,8.0,22.0,172.6,271.2,474.6,4487.0,-573.0,17.0,9.0,26.0,172.6,263.9,498.6,11955.0,1254.0,85.0,151.05,16442.0,681.0,111.0,158.23333333333332,6.0,4.0,4.0,11.0,8.0,6.0,8.0,11.0
2023-03-22,ファンキージャグラー2,206,998,-307,2,2,249.5,499.0,499.0,5.158813798482931,0,2,4,5,6589.0,-173.0,26.0,16.0,42.0,156.9,253.4,411.8,3.0,2.0,2.0,3.0,4675.0,-600.0,16.0,11.0,27.0,173.1,292.2,425.0,6475.0,680.0,29.0,11.0,40.0,161.9,223.3,588.6,11264.0,-773.0,69.0,165.0,17739.0,-93.0,109.0,163.96666666666667,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0
2023-03-22,ファンキージャグラー2,207,3427,-813,9,10,180.4,380.8,342.7,5.775309494424696,0,2,19,5,6873.0,-1716.0,20.0,17.0,37.0,185.8,343.6,404.3,2.0,4.0,4.0,1.0,1854.0,-760.0,6.0,1.0,7.0,264.9,309.0,1854.0,6393.0,440.0,27.0,13.0,40.0,159.8,236.8,491.8,8727.0,-2476.0,44.0,225.35,15120.0,-2036.0,84.0,203.5,3.0,4.0,4.0,1.0,4.0,5.0,4.5,1.0
2023-03-22,ファンキージャグラー2,208,991,-413,3,0,330.3,330.3,0.0,5.76501443398764,0,2,3,5,8664.0,600.0,32.0,33.0,65.0,133.3,270.8,262.5,1.0,1.0,1.0,5.0,3247.0,-760.0,10.0,8.0,18.0,180.4,324.7,405.9,5314.0,547.0,26.0,9.0,35.0,151.8,204.4,590.4,11911.0,-160.0,83.0,156.85000000000002,17225.0,387.0,118.0,155.16666666666669,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0
2023-03-22,ファンキージャグラー2,210,2494,-1400,5,6,226.7,498.8,415.7,6.356513090651228,0,2,11,5,5561.0,-1765.0,18.0,13.0,31.0,179.4,308.9,427.8,5.0,5.0,5.0,2.0,2483.0,-1213.0,7.0,4.0,11.0,225.7,354.7,620.8,8254.0,1133.0,33.0,26.0,59.0,139.9,250.1,317.5,8044.0,-2978.0,42.0,202.55,16298.0,-1845.0,101.0,181.66666666666666,4.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0
2023-03-22,ファンキージャグラー2,211,1634,-867,5,0,326.8,326.8,0.0,6.319109825374648,0,2,5,5,5889.0,-467.0,21.0,18.0,39.0,151.0,280.4,327.2,4.0,3.0,3.0,4.0,1987.0,-760.0,5.0,4.0,9.0,220.8,397.4,496.8,5713.0,93.0,24.0,12.0,36.0,158.7,238.0,476.1,7876.0,-1227.0,48.0,185.9,13589.0,-1134.0,84.0,176.83333333333334,5.0,3.0,3.0,3.0,5.0,3.0,4.5,3.0
2023-03-22,ハッピージャグラーVIII,117,1046,-1053,1,1,523.0,1046.0,1046.0,6.938675804137632,0,2,2,4,4880.0,387.0,21.0,14.0,35.0,139.4,232.4,348.6,3.0,1.0,2.0,4.0,7309.0,1027.0,35.0,11.0,46.0,158.9,208.8,664.5,7656.0,1933.0,27.0,38.0,65.0,117.8,283.6,201.5,12189.0,1414.0,81.0,149.15,19845.0,3347.0,146.0,138.70000000000002,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0
2023-03-22,ハッピージャグラーVIII,118,4000,1080,20,11,129.0,200.0,363.6,6.208167620525754,1,2,31,4,5728.0,-1963.0,12.0,22.0,34.0,168.5,477.3,260.4,2.0,4.0,3.0,2.0,3004.0,0.0,12.0,7.0,19.0,158.1,250.3,429.1,5149.0,-653.0,17.0,12.0,29.0,177.6,302.9,429.1,8732.0,-1963.0,53.0,163.3,13881.0,-2616.0,82.0,168.06666666666666,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0
2023-03-22,ハッピージャグラーVIII,120,5512,1240,27,15,131.2,204.1,367.5,6.295818728849982,1,2,42,4,4762.0,-760.0,15.0,13.0,28.0,170.1,317.5,366.3,4.0,3.0,4.0,1.0,4187.0,-67.0,17.0,9.0,26.0,161.0,246.3,465.2,5193.0,-2062.0,11.0,14.0,25.0,207.7,472.1,370.9,8949.0,-827.0,54.0,165.55,14142.0,-2889.0,79.0,179.6,3.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0
2023-03-22,ハッピージャグラーVIII,121,2083,-1853,2,2,520.8,1041.5,1041.5,6.305755981395901,0,2,4,4,7698.0,-467.0,31.0,18.0,49.0,157.1,248.3,427.7,1.0,2.0,1.0,3.0,6063.0,680.0,24.0,24.0,48.0,126.3,252.6,252.6,7342.0,-920.0,23.0,25.0,48.0,153.0,319.2,293.7,13761.0,213.0,97.0,141.7,21103.0,-707.0,145.0,145.46666666666667,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0
2023-03-21,アイムジャグラーEX-TP,51,4594,-573,16,13,158.4,287.1,353.4,6.354242724686002,2,1,29,13,853.0,-307.0,2.0,2.0,4.0,213.2,426.5,426.5,13.0,7.0,13.0,4.0,4384.0,440.0,19.0,11.0,30.0,146.1,230.7,398.5,1031.0,-467.0,3.0,2.0,5.0,206.2,343.7,515.5,5237.0,133.0,34.0,179.64999999999998,6268.0,-334.0,39.0,188.5,13.0,6.0,13.0,4.0,13.0,8.0,13.0,1.0
2023-03-21,アイムジャグラーEX-TP,111,5429,-307,21,13,159.7,258.5,417.6,6.290163225159133,1,1,34,13,5745.0,-1800.0,15.0,14.0,29.0,198.1,383.0,410.4,3.0,12.0,5.5,7.0,7662.0,493.0,29.0,25.0,54.0,141.9,264.2,306.5,5133.0,280.0,22.0,7.0,29.0,177.0,233.3,733.3,13407.0,-1307.0,83.0,170.0,18540.0,-1027.0,112.0,172.33333333333334,2.0,10.0,3.5,6.0,2.0,9.0,5.0,5.0
2023-03-21,アイムジャグラーEX-TP,112,5344,-1864,13,13,205.5,411.1,411.1,5.985292621785081,1,1,26,13,3190.0,-1213.0,7.0,9.0,16.0,199.4,455.7,354.4,8.0,10.0,8.0,6.0,4431.0,200.0,20.0,10.0,30.0,147.7,221.6,443.1,4274.0,-67.0,17.0,11.0,28.0,152.6,251.4,388.5,7621.0,-1013.0,46.0,173.55,11895.0,-1080.0,74.0,166.56666666666663,12.0,9.0,9.5,5.0,11.0,11.0,12.0,6.0
2023-03-21,アイムジャグラーEX-TP,113,7184,-120,26,20,156.2,276.3,359.2,5.982957930761353,2,1,46,13,2797.0,-867.0,7.0,7.0,14.0,199.8,399.6,399.6,10.0,8.0,10.0,5.0,5876.0,-2506.0,14.0,14.0,28.0,209.9,419.7,419.7,4292.0,2333.0,25.0,14.0,39.0,110.1,171.7,306.6,8673.0,-3373.0,42.0,204.85000000000002,12965.0,-1040.0,81.0,173.26666666666665,9.0,13.0,12.0,1.0,10.0,10.0,9.0,4.0
2023-03-21,アイムジャグラーEX-TP,115,6197,-520,22,13,177.1,281.7,476.7,5.914403134937161,1,1,35,13,5281.0,147.0,21.0,15.0,36.0,146.7,251.5,352.1,4.0,4.0,3.0,11.0,8574.0,1988.0,32.0,38.0,70.0,122.5,267.9,225.6,4848.0,-253.0,16.0,15.0,31.0,156.4,303.0,323.2,13855.0,2135.0,106.0,134.6,18703.0,1882.0,137.0,141.86666666666665,1.0,2.0,1.0,13.0,1.0,2.0,1.0,13.0
2023-03-21,アイムジャグラーEX-TP,116,6263,1933,34,10,142.3,184.2,626.3,6.056424329624516,1,1,44,13,7397.0,-2111.0,21.0,17.0,38.0,194.7,352.2,435.1,1.0,13.0,2.0,8.0,5748.0,680.0,19.0,28.0,47.0,122.3,302.5,205.3,4522.0,-413.0,16.0,14.0,30.0,150.7,282.6,323.0,13145.0,-1431.0,85.0,158.5,17667.0,-1844.0,115.0,155.9,3.0,11.0,2.0,8.0,3.0,12.0,3.0,10.0
2023-03-21,アイムジャグラーEX-TP,212,8754,200,33,24,153.6,265.3,364.8,5.957298906234068,2,1,57,13,4441.0,200.0,19.0,10.0,29.0,153.1,233.7,444.1,5.0,3.0,5.5,10.0,6831.0,-413.0,21.0,23.0,44.0,155.2,325.3,297.0,3425.0,200.0,15.0,6.0,21.0,163.1,228.3,570.8,11272.0,-213.0,73.0,154.14999999999998,14697.0,-13.0,94.0,157.13333333333333,5.0,7.0,6.0,10.0,6.0,7.0,6.0,9.0
