日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日のG数,前日の差枚,前日のBB回数,前日のRB回数,前日の合成回数,前日の合成確率,前日のBB確率,前日のRB確率,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング,2日前のG数,2日前の差枚,2日前のBB回数,2日前のRB回数,2日前の合成回数,2日前の合成確率,2日前のBB確率,2日前のRB確率,3日前のG数,3日前の差枚,3日前のBB回数,3日前のRB回数,3日前の合成回数,3日前の合成確率,3日前のBB確率,3日前のRB確率,G数過去2日間合計,差枚過去2日間合計,合成回数過去2日間合計,合成確率過去2日間平均,G数過去3日間合計,差枚過去3日間合計,合成回数過去3日間合計,合成確率過去3日間平均,過去2日間合計G数ランキング,過去2日間合計差枚ランキング,過去2日間合計合成回数ランキング,過去2日間平均合成確率ランキング,過去3日間合計G数ランキング,過去3日間合計差枚ランキング,過去3日間合計合成回数ランキング,過去3日間平均合成確率ランキング
2023-05-31,マイジャグラーV,201,7157,-173,23,25,149.1,311.2,286.3,5.694846003535342,4,1,48,15,2589.0,-920.0,6.0,6.0,12.0,215.8,431.5,431.5,13.0,13.0,12.5,3.0,2011.0,-547.0,5.0,6.0,11.0,182.8,402.2,335.2,2026.0,-1373.0,2.0,6.0,8.0,253.2,1013.0,337.7,4600.0,-1467.0,23.0,199.3,6626.0,-2840.0,31.0,217.26666666666665,14.0,11.0,14.0,5.0,15.0,15.0,15.0,3.0
2023-05-31,マイジャグラーV,202,1900,93,8,4,158.3,237.5,475.0,5.8326781163673,0,1,12,15,2995.0,-467.0,11.0,7.0,18.0,166.4,272.3,427.9,10.0,10.0,10.0,8.0,6726.0,-360.0,22.0,28.0,50.0,134.5,305.7,240.2,2593.0,-707.0,6.0,7.0,13.0,199.5,432.2,370.4,9721.0,-827.0,68.0,150.45,12314.0,-1534.0,81.0,166.79999999999998,3.0,9.0,4.0,11.0,11.0,12.0,10.0,8.0
2023-05-31,マイジャグラーV,203,2210,-680,5,6,200.9,442.0,368.3,5.622119836183893,0,1,11,15,3434.0,1187.0,19.0,4.0,23.0,149.3,180.7,858.5,8.0,2.0,7.0,11.0,2452.0,-53.0,7.0,10.0,17.0,144.2,350.3,245.2,4123.0,-1988.0,8.0,11.0,19.0,217.0,515.4,374.8,5886.0,1134.0,40.0,146.75,10009.0,-854.0,59.0,170.16666666666666,12.0,4.0,12.0,12.0,13.0,9.0,13.0,7.0
2023-05-31,マイジャグラーV,205,3581,-1507,9,8,210.6,397.9,447.6,6.17469960247009,0,1,17,15,6204.0,1613.0,33.0,13.0,46.0,134.9,188.0,477.2,2.0,1.0,2.0,15.0,4960.0,-387.0,16.0,19.0,35.0,141.7,310.0,261.1,7060.0,1790.0,33.0,26.0,59.0,119.7,213.9,271.5,11164.0,1226.0,81.0,138.3,18224.0,3016.0,140.0,132.1,2.0,3.0,2.0,13.0,1.0,2.0,1.0,14.0
2023-05-31,ファンキージャグラー2,206,3197,680,16,7,139.0,199.8,456.7,5.990391530032329,0,1,23,5,2093.0,-733.0,5.0,3.0,8.0,261.6,418.6,697.7,5.0,4.0,5.0,2.0,4220.0,-173.0,17.0,9.0,26.0,162.3,248.2,468.9,4448.0,67.0,18.0,14.0,32.0,139.0,247.1,317.7,6313.0,-906.0,34.0,211.95000000000002,10761.0,-839.0,66.0,187.63333333333335,5.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0
2023-05-31,ファンキージャグラー2,207,5587,1667,27,19,121.5,206.9,294.1,5.939393969997582,1,1,46,5,4882.0,1741.0,27.0,10.0,37.0,131.9,180.8,488.2,2.0,1.0,1.5,5.0,1822.0,-627.0,4.0,6.0,10.0,182.2,455.5,303.7,3981.0,-1587.0,8.0,11.0,19.0,209.5,497.6,361.9,6704.0,1114.0,47.0,157.05,10685.0,-473.0,66.0,174.53333333333333,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
2023-05-31,ファンキージャグラー2,208,3788,-80,14,9,164.7,270.6,420.9,5.726416664537654,0,1,23,5,3022.0,-1560.0,5.0,6.0,11.0,274.7,604.4,503.7,4.0,5.0,4.0,1.0,4576.0,-200.0,18.0,10.0,28.0,163.4,254.2,457.6,4828.0,-1240.0,11.0,16.0,27.0,178.8,438.9,301.8,7598.0,-1760.0,39.0,219.05,12426.0,-3000.0,66.0,205.63333333333335,2.0,5.0,4.0,1.0,2.0,5.0,3.0,1.0
2023-05-31,ファンキージャグラー2,210,3400,-1240,8,11,178.9,425.0,309.1,6.187682417199937,0,1,19,5,5245.0,547.0,21.0,16.0,37.0,141.8,249.8,327.8,1.0,3.0,1.5,3.0,5028.0,787.0,21.0,14.0,35.0,143.7,239.4,359.1,5899.0,440.0,24.0,17.0,41.0,143.9,245.8,347.0,10273.0,1334.0,72.0,142.75,16172.0,1774.0,113.0,143.13333333333335,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0
2023-05-31,ファンキージャグラー2,211,6144,440,24,17,149.9,256.0,361.4,5.705342727524337,3,1,41,5,3274.0,893.0,17.0,7.0,24.0,136.4,192.6,467.7,3.0,2.0,3.0,4.0,3853.0,-253.0,14.0,10.0,24.0,160.5,275.2,385.3,2666.0,-440.0,11.0,2.0,13.0,205.1,242.4,1333.0,7127.0,640.0,48.0,148.45,9793.0,200.0,61.0,167.33333333333334,3.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0
2023-05-31,ハッピージャグラーVIII,117,3188,-1427,7,9,199.2,455.4,354.2,6.471459857207685,0,1,16,4,1072.0,-600.0,1.0,3.0,4.0,268.0,1072.0,357.3,4.0,2.5,4.0,1.0,706.0,-387.0,2.0,0.0,2.0,353.0,353.0,0.0,3445.0,-653.0,12.0,12.0,24.0,143.5,287.1,287.1,1778.0,-987.0,6.0,310.5,5223.0,-1640.0,30.0,254.83333333333334,4.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0
2023-05-31,ハッピージャグラーVIII,118,3882,547,16,12,138.6,242.6,323.5,5.981596882204338,0,1,28,4,4667.0,-680.0,18.0,10.0,28.0,166.7,259.3,466.7,2.0,4.0,2.0,2.0,2745.0,-227.0,9.0,8.0,17.0,161.5,305.0,343.1,3740.0,-360.0,13.0,11.0,24.0,155.8,287.7,340.0,7412.0,-907.0,45.0,164.1,11152.0,-1267.0,69.0,161.33333333333334,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
2023-05-31,ハッピージャグラーVIII,120,3233,-280,12,9,154.0,269.4,359.2,6.4642063443446025,0,1,21,4,3696.0,-600.0,10.0,15.0,25.0,147.8,369.6,246.4,3.0,2.5,3.0,4.0,2131.0,-547.0,5.0,5.0,10.0,213.1,426.2,426.2,3377.0,-840.0,9.0,10.0,19.0,177.7,375.2,337.7,5827.0,-1147.0,35.0,180.45,9204.0,-1987.0,54.0,179.5333333333333,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0
2023-05-31,ハッピージャグラーVIII,121,2603,-173,11,5,162.7,236.6,520.6,6.573188958444055,0,1,16,4,4840.0,413.0,21.0,11.0,32.0,151.2,230.5,440.0,1.0,1.0,1.0,3.0,3637.0,-80.0,14.0,9.0,23.0,158.1,259.8,404.1,6313.0,547.0,24.0,22.0,46.0,137.2,263.0,287.0,8477.0,333.0,55.0,154.64999999999998,14790.0,880.0,101.0,148.83333333333331,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
2023-05-30,アイムジャグラーEX-TP,51,2906,67,10,10,145.3,290.6,290.6,5.886615917798372,0,0,20,13,1580.0,-360.0,3.0,7.0,10.0,158.0,526.7,225.7,12.0,8.0,10.0,6.0,1930.0,-1293.0,3.0,4.0,7.0,275.7,643.3,482.5,5341.0,440.0,19.0,20.0,39.0,136.9,281.1,267.1,3510.0,-1653.0,17.0,216.85,8851.0,-1213.0,56.0,190.20000000000002,13.0,11.0,13.0,2.0,12.0,11.0,11.5,4.0
2023-05-30,アイムジャグラーEX-TP,111,6221,-1240,17,19,172.8,365.9,327.4,5.919350828857552,3,0,36,13,4681.0,200.0,19.0,11.0,30.0,156.0,246.4,425.5,3.0,6.0,3.0,7.0,6130.0,-53.0,23.0,15.0,38.0,161.3,266.5,408.7,5270.0,440.0,20.0,17.0,37.0,142.4,263.5,310.0,10811.0,147.0,68.0,158.65,16081.0,587.0,105.0,153.23333333333335,1.0,8.0,3.0,8.0,1.0,5.0,3.0,9.0
2023-05-30,アイムジャグラーEX-TP,112,4666,-520,14,15,160.9,333.3,311.1,5.896168373844976,4,0,29,13,3982.0,733.0,18.0,11.0,29.0,137.3,221.2,362.0,5.0,2.5,4.0,11.0,3937.0,1293.0,20.0,11.0,31.0,127.0,196.8,357.9,1935.0,-413.0,6.0,4.0,10.0,193.5,322.5,483.8,7919.0,2026.0,60.0,132.15,9854.0,1613.0,70.0,152.6,6.0,2.0,5.0,12.0,10.0,3.0,9.0,10.0
2023-05-30,アイムジャグラーEX-TP,113,4262,787,13,23,118.4,327.8,185.3,5.584290235924863,6,0,36,13,2229.0,-893.0,5.0,8.0,13.0,171.5,445.8,278.6,8.0,11.0,9.0,4.0,5523.0,173.0,22.0,14.0,36.0,153.4,251.0,394.5,7451.0,3395.0,42.0,26.0,68.0,109.6,177.4,286.6,7752.0,-720.0,49.0,162.45,15203.0,2675.0,117.0,144.83333333333334,7.0,10.0,8.5,6.0,4.0,1.0,1.0,12.0
2023-05-30,アイムジャグラーEX-TP,115,2078,-733,5,4,230.9,415.6,519.5,5.765018031494921,0,0,9,13,3674.0,-280.0,14.0,9.0,23.0,159.7,262.4,408.2,6.0,7.0,7.0,5.0,4028.0,813.0,18.0,11.0,29.0,138.9,223.8,366.2,5646.0,1000.0,25.0,16.0,41.0,137.7,225.8,352.9,7702.0,533.0,52.0,149.3,13348.0,1533.0,93.0,145.43333333333334,8.0,7.0,7.0,9.0,6.0,4.0,5.5,11.0
2023-05-30,アイムジャグラーEX-TP,116,7198,2531,33,33,109.1,218.1,218.1,6.19492717913879,5,0,66,13,1836.0,-1187.0,3.0,4.0,7.0,262.3,612.0,459.0,11.0,12.5,12.0,1.0,7414.0,2679.0,35.0,32.0,67.0,110.7,211.8,231.7,4144.0,-1267.0,10.0,9.0,19.0,218.1,414.4,460.4,9250.0,1492.0,74.0,186.5,13394.0,225.0,93.0,197.03333333333333,3.0,4.0,2.0,3.0,5.0,6.0,5.5,2.0
2023-05-30,アイムジャグラーEX-TP,212,6043,1080,25,20,134.3,241.7,302.1,5.915529392354725,4,0,45,13,4840.0,760.0,21.0,13.0,34.0,142.4,230.5,372.3,2.0,1.0,2.0,10.0,4074.0,813.0,20.0,9.0,29.0,140.5,203.7,452.7,3055.0,-1587.0,5.0,9.0,14.0,218.2,611.0,339.4,8914.0,1573.0,63.0,141.45,11969.0,-14.0,77.0,167.03333333333333,5.0,3.0,4.0,11.0,7.0,8.0,7.0,7.0
2023-05-30,アイムジャグラーEX-TP,213,1665,-920,5,0,333.0,333.0,0.0,6.55059587800312,0,0,5,13,3148.0,653.0,15.0,10.0,25.0,125.9,209.9,314.8,7.0,4.0,6.0,12.0,3350.0,120.0,14.0,7.0,21.0,159.5,239.3,478.6,3047.0,-1373.0,8.0,2.0,10.0,304.7,380.9,1523.5,6498.0,773.0,46.0,142.7,9545.0,-600.0,56.0,196.70000000000002,11.0,6.0,10.0,10.0,11.0,10.0,11.5,3.0
2023-05-30,アイムジャグラーEX-TP,215,2148,67,8,5,165.2,268.5,429.6,5.705972359982996,0,0,13,13,1046.0,-573.0,1.0,4.0,5.0,209.2,1046.0,261.5,13.0,10.0,13.0,3.0,5777.0,1613.0,27.0,17.0,44.0,131.3,214.0,339.8,3584.0,-1267.0,9.0,11.0,20.0,179.2,398.2,325.8,6823.0,1040.0,49.0,170.25,10407.0,-227.0,69.0,173.23333333333335,10.0,5.0,8.5,5.0,9.0,9.0,10.0,6.0
2023-05-30,アイムジャグラーEX-TP,216,3551,-1240,7,11,197.3,507.3,322.8,5.760443980177065,0,0,18,13,4175.0,493.0,19.0,9.0,28.0,149.1,219.7,463.9,4.0,5.0,5.0,9.0,2807.0,-360.0,9.0,7.0,16.0,175.4,311.9,401.0,4797.0,-27.0,20.0,8.0,28.0,171.3,239.8,599.6,6982.0,133.0,44.0,162.25,11779.0,106.0,72.0,165.26666666666668,9.0,9.0,11.0,7.0,8.0,7.0,8.0,8.0
2023-05-30,アイムジャグラーEX-TP,217,2170,-280,7,4,197.3,310.0,542.5,5.660799912766291,0,0,11,13,2132.0,733.0,10.0,8.0,18.0,118.4,213.2,266.5,9.0,2.5,8.0,13.0,7298.0,2728.0,36.0,27.0,63.0,115.8,202.7,270.3,6155.0,-1320.0,18.0,14.0,32.0,192.3,341.9,439.6,9430.0,3461.0,81.0,117.1,15585.0,2141.0,113.0,142.16666666666666,2.0,1.0,1.0,13.0,3.0,2.0,2.0,13.0
2023-05-30,アイムジャグラーEX-TP,218,5919,1000,27,15,140.9,219.2,394.6,6.107865839442109,2,0,42,13,2017.0,-1187.0,3.0,5.0,8.0,252.1,672.3,403.4,10.0,12.5,11.0,2.0,2560.0,-1293.0,5.0,7.0,12.0,213.3,512.0,365.7,2064.0,-1347.0,3.0,4.0,7.0,294.9,688.0,516.0,4577.0,-2480.0,20.0,232.7,6641.0,-3827.0,27.0,253.4333333333333,12.0,13.0,12.0,1.0,13.0,13.0,13.0,1.0
2023-05-30,アイムジャグラーEX-TP,220,6353,-53,24,17,155.0,264.7,373.7,6.079304425757544,2,0,41,13,5687.0,-547.0,16.0,21.0,37.0,153.7,355.4,270.8,1.0,9.0,1.0,8.0,3372.0,-1320.0,7.0,9.0,16.0,210.8,481.7,374.7,6972.0,-413.0,24.0,17.0,41.0,170.0,290.5,410.1,9059.0,-1867.0,53.0,182.25,16031.0,-2280.0,94.0,178.16666666666666,4.0,12.0,6.0,4.0,2.0,12.0,4.0,5.0
2023-05-30,マイジャグラーV,122,4635,-360,18,9,171.7,257.5,515.0,5.975578882391252,1,0,27,15,4386.0,280.0,17.0,11.0,28.0,156.6,258.0,398.7,9.0,4.0,8.0,8.0,5773.0,-387.0,18.0,21.0,39.0,148.0,320.7,274.9,5912.0,-120.0,20.0,23.0,43.0,137.5,295.6,257.0,10159.0,-107.0,67.0,152.3,16071.0,-227.0,110.0,147.36666666666667,5.0,5.0,6.0,11.0,5.0,7.0,5.0,12.0
2023-05-30,マイジャグラーV,123,2860,-27,12,5,168.2,238.3,572.0,5.922756997822817,0,0,17,15,5908.0,-2062.0,12.0,21.0,33.0,179.0,492.3,281.3,4.0,15.0,7.0,7.0,4207.0,760.0,19.0,9.0,28.0,150.2,221.4,467.4,4128.0,-680.0,9.0,16.0,25.0,165.1,458.7,258.0,10115.0,-1302.0,61.0,164.6,14243.0,-1982.0,86.0,164.76666666666665,6.0,12.0,9.0,9.0,8.0,12.0,10.0,9.0
2023-05-30,マイジャグラーV,125,2104,-1160,3,5,263.0,701.3,420.8,5.66689144797399,0,0,8,15,1856.0,-360.0,5.0,5.0,10.0,185.6,371.2,371.2,13.0,6.5,13.0,5.0,6381.0,0.0,24.0,20.0,44.0,145.0,265.9,319.1,4661.0,253.0,20.0,13.0,33.0,141.2,233.1,358.5,8237.0,-360.0,54.0,165.3,12898.0,-107.0,87.0,157.26666666666665,11.0,6.0,11.0,8.0,10.0,6.0,8.5,10.0
2023-05-30,マイジャグラーV,126,3656,-2235,8,3,332.4,457.0,1218.7,6.071995733127551,0,0,11,15,4833.0,2111.0,29.0,13.0,42.0,115.1,166.7,371.8,8.0,3.0,5.0,14.0,4507.0,173.0,18.0,16.0,34.0,132.6,250.4,281.7,4421.0,147.0,17.0,14.0,31.0,142.6,260.1,315.8,9340.0,2284.0,76.0,123.85,13761.0,2431.0,107.0,130.1,8.0,3.0,4.0,14.0,9.0,2.0,6.0,14.0
2023-05-30,マイジャグラーV,127,4104,-120,16,11,152.0,256.5,373.1,6.091794255170833,2,0,27,15,8714.0,3543.0,46.0,29.0,75.0,116.2,189.4,300.5,1.0,1.5,1.0,13.0,5312.0,-813.0,17.0,16.0,33.0,161.0,312.5,332.0,2062.0,-1320.0,3.0,6.0,9.0,229.1,687.3,343.7,14026.0,2730.0,108.0,138.6,16088.0,1410.0,117.0,168.76666666666668,1.0,2.0,1.0,12.0,4.0,3.0,3.0,8.0
2023-05-30,マイジャグラーV,128,6195,-120,23,18,151.1,269.3,344.2,5.942885453275151,2,0,41,15,666.0,-600.0,1.0,0.0,1.0,666.0,666.0,0.0,15.0,10.0,15.0,1.0,6235.0,147.0,20.0,28.0,48.0,129.9,311.8,222.7,4353.0,-1053.0,13.0,13.0,26.0,167.4,334.8,334.8,6901.0,-453.0,49.0,397.95,11254.0,-1506.0,75.0,321.09999999999997,12.0,7.0,12.0,1.0,11.0,9.0,11.0,1.0
2023-05-30,マイジャグラーV,130,2161,-867,4,8,180.1,540.2,270.1,5.9976228833847465,0,0,12,15,3374.0,-920.0,10.0,6.0,16.0,210.9,337.4,562.3,10.0,11.5,11.0,4.0,2053.0,-840.0,6.0,0.0,6.0,342.2,342.2,0.0,4981.0,147.0,20.0,11.0,31.0,160.7,249.1,452.8,5427.0,-1760.0,22.0,276.55,10408.0,-1613.0,53.0,237.9333333333333,14.0,13.0,14.0,2.0,14.0,10.0,15.0,3.0
2023-05-30,マイジャグラーV,131,2777,333,12,8,138.8,231.4,347.1,5.960375719484435,0,0,20,15,5807.0,3543.0,34.0,23.0,57.0,101.9,170.8,252.5,5.0,1.5,2.0,15.0,4847.0,893.0,23.0,12.0,35.0,138.5,210.7,403.9,5548.0,413.0,22.0,17.0,39.0,142.3,252.2,326.4,10654.0,4436.0,92.0,120.2,16202.0,4849.0,131.0,127.56666666666668,4.0,1.0,3.0,15.0,2.0,1.0,1.0,15.0
2023-05-30,マイジャグラーV,132,3381,-627,11,8,177.9,307.4,422.6,5.964314755968071,0,0,19,15,6074.0,-1053.0,15.0,28.0,43.0,141.3,404.9,216.9,3.0,13.0,4.0,11.0,3796.0,-227.0,15.0,7.0,22.0,172.5,253.1,542.3,4662.0,-867.0,16.0,6.0,22.0,211.9,291.4,777.0,9870.0,-1280.0,65.0,156.9,14532.0,-2147.0,87.0,175.23333333333335,7.0,11.0,7.0,10.0,7.0,13.0,8.5,7.0
2023-05-30,マイジャグラーV,188,3559,280,14,11,142.4,254.2,323.5,5.823797476894561,0,0,25,15,5361.0,-1640.0,16.0,9.0,25.0,214.4,335.1,595.7,6.0,14.0,9.0,3.0,6883.0,901.0,31.0,19.0,50.0,137.7,222.0,362.3,6590.0,-1933.0,16.0,20.0,36.0,183.1,411.9,329.5,12244.0,-739.0,75.0,176.05,18834.0,-2672.0,111.0,178.39999999999998,2.0,9.0,5.0,6.0,1.0,14.0,4.0,6.0
2023-05-30,マイジャグラーV,200,7524,173,26,28,139.3,289.4,268.7,5.829616375020492,4,0,54,15,1672.0,-920.0,4.0,1.0,5.0,334.4,418.0,1672.0,14.0,11.5,14.0,2.0,6910.0,280.0,26.0,27.0,53.0,130.4,265.8,255.9,2006.0,-1107.0,4.0,2.0,6.0,334.3,501.5,1003.0,8582.0,-640.0,58.0,232.39999999999998,10588.0,-1747.0,64.0,266.3666666666667,10.0,8.0,10.0,3.0,13.0,11.0,13.0,2.0
2023-05-30,マイジャグラーV,201,2589,-920,6,6,215.8,431.5,431.5,5.714376886391695,0,0,12,15,2011.0,-547.0,5.0,6.0,11.0,182.8,402.2,335.2,12.0,9.0,12.0,6.0,2026.0,-1373.0,2.0,6.0,8.0,253.2,1013.0,337.7,5900.0,1480.0,27.0,20.0,47.0,125.5,218.5,295.0,4037.0,-1920.0,19.0,218.0,9937.0,-440.0,66.0,187.16666666666666,15.0,14.0,15.0,4.0,15.0,8.0,12.0,4.0
2023-05-30,マイジャグラーV,202,2995,-467,11,7,166.4,272.3,427.9,6.283045399972284,0,0,18,15,6726.0,-360.0,22.0,28.0,50.0,134.5,305.7,240.2,2.0,6.5,3.0,12.0,2593.0,-707.0,6.0,7.0,13.0,199.5,432.2,370.4,5634.0,1321.0,26.0,17.0,43.0,131.0,216.7,331.4,9319.0,-1067.0,63.0,167.0,14953.0,254.0,106.0,155.0,9.0,10.0,8.0,7.0,6.0,5.0,7.0,11.0
2023-05-30,マイジャグラーV,203,3434,1187,19,4,149.3,180.7,858.5,5.549798062056253,0,0,23,15,2452.0,-53.0,7.0,10.0,17.0,144.2,350.3,245.2,11.0,5.0,10.0,9.0,4123.0,-1988.0,8.0,11.0,19.0,217.0,515.4,374.8,4230.0,-787.0,11.0,13.0,24.0,176.2,384.5,325.4,6575.0,-2041.0,36.0,180.6,10805.0,-2828.0,60.0,179.13333333333333,13.0,15.0,13.0,5.0,12.0,15.0,14.0,5.0
2023-05-30,マイジャグラーV,205,6204,1613,33,13,134.9,188.0,477.2,6.068291668252658,1,0,46,15,4960.0,-387.0,16.0,19.0,35.0,141.7,310.0,261.1,7.0,8.0,6.0,10.0,7060.0,1790.0,33.0,26.0,59.0,119.7,213.9,271.5,4087.0,-227.0,14.0,12.0,26.0,157.2,291.9,340.6,12020.0,1403.0,94.0,130.7,16107.0,1176.0,120.0,139.53333333333333,3.0,4.0,2.0,13.0,3.0,4.0,2.0,13.0
2023-05-30,ファンキージャグラー2,206,2093,-733,5,3,261.6,418.6,697.7,5.440657693112398,0,0,8,5,4220.0,-173.0,17.0,9.0,26.0,162.3,248.2,468.9,3.0,2.0,3.0,3.0,4448.0,67.0,18.0,14.0,32.0,139.0,247.1,317.7,3289.0,-493.0,12.0,7.0,19.0,173.1,274.1,469.9,8668.0,-106.0,58.0,150.65,11957.0,-599.0,77.0,158.13333333333335,3.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0
2023-05-30,ファンキージャグラー2,207,4882,1741,27,10,131.9,180.8,488.2,5.852082618292727,1,0,37,5,1822.0,-627.0,4.0,6.0,10.0,182.2,455.5,303.7,5.0,5.0,5.0,1.0,3981.0,-1587.0,8.0,11.0,19.0,209.5,497.6,361.9,2602.0,-1213.0,6.0,6.0,12.0,216.8,433.7,433.7,5803.0,-2214.0,29.0,195.85,8405.0,-3427.0,41.0,202.83333333333334,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0
2023-05-30,ファンキージャグラー2,208,3022,-1560,5,6,274.7,604.4,503.7,5.604103902719654,0,0,11,5,4576.0,-200.0,18.0,10.0,28.0,163.4,254.2,457.6,2.0,3.0,2.0,2.0,4828.0,-1240.0,11.0,16.0,27.0,178.8,438.9,301.8,4184.0,-1320.0,12.0,7.0,19.0,220.2,348.7,597.7,9404.0,-1440.0,55.0,171.10000000000002,13588.0,-2760.0,74.0,187.46666666666667,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0
2023-05-30,ファンキージャグラー2,210,5245,547,21,16,141.8,249.8,327.8,5.778196438435939,3,0,37,5,5028.0,787.0,21.0,14.0,35.0,143.7,239.4,359.1,1.0,1.0,1.0,5.0,5899.0,440.0,24.0,17.0,41.0,143.9,245.8,347.0,3461.0,-2728.0,3.0,7.0,10.0,346.1,1153.7,494.4,10927.0,1227.0,76.0,143.8,14388.0,-1501.0,86.0,211.23333333333335,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0
2023-05-30,ファンキージャグラー2,211,3274,893,17,7,136.4,192.6,467.7,5.9018056884555925,0,0,24,5,3853.0,-253.0,14.0,10.0,24.0,160.5,275.2,385.3,4.0,4.0,4.0,4.0,2666.0,-440.0,11.0,2.0,13.0,205.1,242.4,1333.0,5634.0,1213.0,26.0,16.0,42.0,134.1,216.7,352.1,6519.0,-693.0,37.0,182.8,12153.0,520.0,79.0,166.56666666666666,4.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0
2023-05-30,ハッピージャグラーVIII,117,1072,-600,1,3,268.0,1072.0,357.3,5.597613077527986,0,0,4,4,706.0,-387.0,2.0,0.0,2.0,353.0,353.0,0.0,4.0,3.0,4.0,1.0,3445.0,-653.0,12.0,12.0,24.0,143.5,287.1,287.1,3889.0,1213.0,20.0,11.0,31.0,125.5,194.4,353.5,4151.0,-1040.0,26.0,248.25,8040.0,173.0,57.0,207.33333333333334,4.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0
2023-05-30,ハッピージャグラーVIII,118,4667,-680,18,10,166.7,259.3,466.7,6.638738422059572,1,0,28,4,2745.0,-227.0,9.0,8.0,17.0,161.5,305.0,343.1,2.0,2.0,2.0,3.0,3740.0,-360.0,13.0,11.0,24.0,155.8,287.7,340.0,4149.0,-467.0,15.0,10.0,25.0,166.0,276.6,414.9,6485.0,-587.0,41.0,158.65,10634.0,-1054.0,66.0,161.1,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
2023-05-30,ハッピージャグラーVIII,120,3696,-600,10,15,147.8,369.6,246.4,6.244972214435719,0,0,25,4,2131.0,-547.0,5.0,5.0,10.0,213.1,426.2,426.2,3.0,4.0,3.0,2.0,3377.0,-840.0,9.0,10.0,19.0,177.7,375.2,337.7,5664.0,2333.0,29.0,18.0,47.0,120.5,195.3,314.7,5508.0,-1387.0,29.0,195.39999999999998,11172.0,946.0,76.0,170.4333333333333,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0
2023-05-30,ハッピージャグラーVIII,121,4840,413,21,11,151.2,230.5,440.0,6.1156940207087,1,0,32,4,3637.0,-80.0,14.0,9.0,23.0,158.1,259.8,404.1,1.0,1.0,1.0,4.0,6313.0,547.0,24.0,22.0,46.0,137.2,263.0,287.0,5166.0,627.0,21.0,19.0,40.0,129.2,246.0,271.9,9950.0,467.0,69.0,147.64999999999998,15116.0,1094.0,109.0,141.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
2023-05-29,アイムジャグラーEX-TP,51,1580,-360,3,7,158.0,526.7,225.7,5.708490512524898,0,9,10,13,1930.0,-1293.0,3.0,4.0,7.0,275.7,643.3,482.5,13.0,11.5,13.0,1.0,5341.0,440.0,19.0,20.0,39.0,136.9,281.1,267.1,4072.0,-947.0,10.0,13.0,23.0,177.0,407.2,313.2,7271.0,-853.0,46.0,206.3,11343.0,-1800.0,69.0,196.5333333333333,9.0,10.0,8.0,3.0,9.0,11.0,9.0,5.0
2023-05-29,アイムジャグラーEX-TP,111,4681,200,19,11,156.0,246.4,425.5,6.026813022046445,1,9,30,13,6130.0,-53.0,23.0,15.0,38.0,161.3,266.5,408.7,3.0,9.0,4.0,5.0,5270.0,440.0,20.0,17.0,37.0,142.4,263.5,310.0,6343.0,-627.0,19.0,27.0,46.0,137.9,333.8,234.9,11400.0,387.0,75.0,151.85000000000002,17743.0,-240.0,121.0,147.20000000000002,4.0,6.0,4.0,11.0,3.0,8.0,3.0,13.0
2023-05-29,アイムジャグラーEX-TP,112,3982,733,18,11,137.3,221.2,362.0,6.090407557623752,0,9,29,13,3937.0,1293.0,20.0,11.0,31.0,127.0,196.8,357.9,8.0,4.0,6.0,11.0,1935.0,-413.0,6.0,4.0,10.0,193.5,322.5,483.8,1403.0,-1080.0,2.0,3.0,5.0,280.6,701.5,467.7,5872.0,880.0,41.0,160.25,7275.0,-200.0,46.0,200.36666666666667,12.0,5.0,11.0,8.0,13.0,7.0,12.0,3.0
2023-05-29,アイムジャグラーEX-TP,113,2229,-893,5,8,171.5,445.8,278.6,6.545353766387133,0,9,13,13,5523.0,173.0,22.0,14.0,36.0,153.4,251.0,394.5,5.0,7.0,5.0,7.0,7451.0,3395.0,42.0,26.0,68.0,109.6,177.4,286.6,5299.0,-1533.0,18.0,10.0,28.0,189.2,294.4,529.9,12974.0,3568.0,104.0,131.5,18273.0,2035.0,132.0,150.73333333333332,2.0,1.0,1.0,13.0,1.0,2.0,2.0,10.0
