日付,ランキング,機種名,機種別差枚,平均差枚,平均G数,勝率,日付末尾,曜日,出現回数
2023/6/26,2,ベルセルク無双,4191,1397,3339,66.7%(2/3),6,Mon,3
2023/6/16,4,ベルセルク無双,2026,675,3568,66.7%(2/3),6,Fri,3
2023/4/6,6,バイオハザード7 レジデント イービル,2070,1035,3758,50.0%(1/2),6,Thu,3
2023/2/26,4,バイオハザード7 レジデント イービル,5208,2604,5572,100.0%(2/2),6,Sun,3
2023/2/6,7,バイオハザード7 レジデント イービル,1984,992,7256,50.0%(1/2),6,Mon,3
2023/8/16,5,ゴーゴージャグラー3,4469,1490,7386,100.0%(3/3),6,Wed,3
2023/8/6,8,ゴーゴージャグラー3,3186,1062,7522,33.3%(1/3),6,Sun,3
2023/7/26,10,ゴーゴージャグラー3,2159,720,8627,100.0%(3/3),6,Wed,3
2023/9/26,3,キン肉マン7人の悪魔超人編,5918,1184,1628,40.0%(2/5),6,Tue,3
2023/9/16,1,キン肉マン7人の悪魔超人編,9698,1940,4135,60.0%(3/5),6,Sat,3
2023/9/6,1,キン肉マン7人の悪魔超人編,7582,1516,2582,60.0%(3/5),6,Wed,3
2023/6/26,10,課長 熊田工作,1001,500,650,50.0%(1/2),6,Mon,2
2023/6/16,7,課長 熊田工作,1314,657,866,100.0%(2/2),6,Fri,2
2023/9/16,9,蛇喰夢子という女,1864,932,1784,50.0%(1/2),6,Sat,2
2023/8/16,9,蛇喰夢子という女,971,486,1382,50.0%(1/2),6,Wed,2
2023/8/16,6,織田信奈の野望 全国版,4258,1419,2877,66.7%(2/3),6,Wed,2
2023/7/26,9,織田信奈の野望 全国版,2921,730,3720,50.0%(2/4),6,Wed,2
2023/8/16,2,炎炎ノ消防隊,6973,2324,3307,66.7%(2/3),6,Wed,2
2023/8/6,5,炎炎ノ消防隊,4913,1228,5185,25.0%(1/4),6,Sun,2
2022/11/6,4,BOOWY,2830,1415,4070,50.0%(1/2),6,Sun,2
2022/10/26,3,BOOWY,2030,1015,3590,50.0%(1/2),6,Wed,2
2023/4/16,9,探偵オペラ ミルキィホームズR 大収穫祭!!!!,1865,932,2814,50.0%(1/2),6,Sun,1
2023/9/26,9,傷物語 ‐始マリノ刻‐,1623,541,2908,66.7%(2/3),6,Tue,1
2023/8/26,6,リノヘブン,4804,2402,1382,50.0%(1/2),6,Sat,1
2023/3/26,2,バキ 強くなりたくば喰らえ!!!,6172,3086,2544,100.0%(2/2),6,Sun,1
2023/9/16,2,バイオハザード:ヴェンデッタ,8830,1766,3877,60.0%(3/5),6,Sat,1
2022/11/6,7,ドンちゃん2,1670,557,3970,66.7%(2/3),6,Sun,1
2022/10/26,8,スターパルサー,450,225,790,50.0%(1/2),6,Wed,1
2022/12/6,9,キャッツアイ,2200,1100,3470,50.0%(1/2),6,Tue,1
2022/10/26,9,もっと！クレアの秘宝伝 女神の歌声と太陽の子供達,240,120,1235,50.0%(1/2),6,Wed,1
2023/8/26,8,にゃんこ大戦争 BIGBANG,4225,2112,1734,100.0%(2/2),6,Sat,1
2023/8/6,4,からくりサーカス,5482,2741,4724,100.0%(2/2),6,Sun,1
2022/11/6,6,Re:ゼロから始める異世界生活Apex Vacation,2430,1215,4210,100.0%(2/2),6,Sun,1
2022/11/6,10,Re:ゼロから始める異世界生活,610,203,4350,33.3%(1/3),6,Sun,1
