日付,ランキング,機種名,機種別差枚,平均差枚,平均G数,勝率,日付末尾,曜日,出現回数
2023/10/7,5,ゴーゴージャグラー3,2358,472,7651,60.0%(3/5),7,Sat,4
2023/9/30,5,ゴーゴージャグラー3,1288,258,7264,60.0%(3/5),0,Sat,4
2023/9/23,3,ゴーゴージャグラー3,3774,755,6508,60.0%(3/5),3,Sat,4
2023/9/9,5,ゴーゴージャグラー3,1631,326,6436,40.0%(2/5),9,Sat,4
2023/6/10,8,アナザーゴッドハーデス‐解き放たれし槍撃ver.‐,2135,1068,2551,50.0%(1/2),0,Sat,4
2023/6/3,5,アナザーゴッドハーデス‐解き放たれし槍撃ver.‐,1944,648,1440,66.7%(2/3),3,Sat,4
2023/5/27,4,アナザーゴッドハーデス‐解き放たれし槍撃ver.‐,967,322,718,66.7%(2/3),7,Sat,4
2023/4/22,6,アナザーゴッドハーデス‐解き放たれし槍撃ver.‐,584,195,3390,33.3%(1/3),2,Sat,4
2022/12/3,5,バジリスク絆2,661,330,2253,100.0%(2/2),3,Sat,3
2022/11/19,4,バジリスク絆2,2771,1386,1994,100.0%(2/2),9,Sat,3
2022/10/15,4,バジリスク絆2,270,135,790,50.0%(1/2),5,Sat,3
2023/9/30,6,戦国BASARA GIGA,289,144,1396,50.0%(1/2),0,Sat,2
2023/8/19,7,戦国BASARA GIGA,2418,1209,4208,50.0%(1/2),9,Sat,2
2023/8/5,8,ベルセルク無双,491,246,1782,50.0%(1/2),5,Sat,2
2023/6/10,3,ベルセルク無双,6806,3403,3068,100.0%(2/2),0,Sat,2
2022/11/5,5,Lucky海物語,820,273,900,33.3%(1/3),5,Sat,2
2022/10/22,8,Lucky海物語,180,60,310,33.3%(1/3),2,Sat,2
2022/9/17,4,鉄拳5,2200,1100,1155,50.0%(1/2),7,Sat,1
