日付,ランキング,機種名,機種別差枚,平均差枚,平均G数,勝率,日付末尾,曜日,出現回数
2023/6/7,1,ゴブリンスレイヤー,22100,4420,4990,60.0%(3/5),7,Wed,3
2023/9/27,3,キン肉マン7人の悪魔超人編,13600,3400,6740,75.0%(3/4),7,Wed,3
2023/9/17,2,キン肉マン7人の悪魔超人編,9700,2425,6311,75.0%(3/4),7,Sun,3
2023/8/27,1,キン肉マン7人の悪魔超人編,19400,4850,5600,100.0%(4/4),7,Sun,3
2023/3/17,4,アクエリオン ALL STARS,6700,1675,3720,75.0%(3/4),7,Fri,3
2023/1/7,1,アクエリオン ALL STARS,6300,1575,5462,25.0%(1/4),7,Sat,3
2022/10/27,2,アクエリオン ALL STARS,10200,2550,4448,75.0%(3/4),7,Thu,3
2022/11/17,7,黄門ちゃま喝2,4400,1100,5862,50.0%(2/4),7,Thu,2
2022/11/7,6,黄門ちゃま喝2,4600,1150,6260,75.0%(3/4),7,Mon,2
2023/4/17,5,頭文字D,3000,1000,4332,66.7%(2/3),7,Mon,2
2023/1/27,9,頭文字D,2600,867,4423,100.0%(3/3),7,Fri,2
2023/9/7,8,織田信奈の野望 全国版,4900,1633,4465,66.7%(2/3),7,Thu,2
2023/8/27,8,織田信奈の野望 全国版,7400,2467,3418,100.0%(3/3),7,Sun,2
2023/1/27,7,笑ゥせぇるすまん4,3600,1800,2182,50.0%(1/2),7,Fri,2
2022/12/27,10,笑ゥせぇるすまん4,2200,1100,2146,100.0%(2/2),7,Tue,2
2023/5/27,9,戦姫絶唱シンフォギア 勇気の歌,2200,733,5436,33.3%(1/3),7,Sat,2
2023/4/17,2,戦姫絶唱シンフォギア 勇気の歌,4800,800,5132,66.7%(4/6),7,Mon,2
2023/4/17,4,十字架5,3200,1600,4498,100.0%(2/2),7,Mon,2
2022/11/27,9,十字架5,4000,2000,4052,50.0%(1/2),7,Sun,2
2023/2/7,6,北斗の拳 宿命,7100,1775,3837,75.0%(3/4),7,Tue,2
2023/1/7,4,北斗の拳 宿命,4700,940,3739,60.0%(3/5),7,Sat,2
2023/3/7,8,ペルソナ5,5300,2650,3511,100.0%(2/2),7,Tue,2
2022/11/7,8,ペルソナ5,4500,2250,4865,100.0%(2/2),7,Mon,2
2023/3/27,5,ハードボイルド,7500,1875,3316,50.0%(2/4),7,Mon,2
2022/11/17,8,ハードボイルド,4200,1050,4005,50.0%(2/4),7,Thu,2
2023/1/27,3,ウルトラマンタロウ 暴君SPEC,5200,2600,864,100.0%(2/2),7,Fri,2
2022/12/17,7,ウルトラマンタロウ 暴君SPEC,6400,3200,6373,50.0%(1/2),7,Sat,2
2023/9/17,10,この素晴らしい世界に祝福を！,3300,1650,5002,50.0%(1/2),7,Sun,2
2022/12/7,9,この素晴らしい世界に祝福を！,4000,2000,4371,50.0%(1/2),7,Wed,2
2023/1/27,8,うしおととら 雷槍一閃,2800,1400,2139,50.0%(1/2),7,Fri,2
2022/12/7,10,うしおととら 雷槍一閃,3600,1800,4247,100.0%(2/2),7,Wed,2
2023/1/17,5,真俺の空,4800,1200,2258,75.0%(3/4),7,Tue,1
2023/1/7,10,新世紀エヴァンゲリオン 魂の共鳴,2100,1050,2202,100.0%(2/2),7,Sat,1
2022/11/17,6,政宗 戦極,8400,2100,3838,75.0%(3/4),7,Thu,1
2023/9/7,7,戦国乙女4 戦乱に閃く炯眼の軍師,5400,2700,8433,100.0%(2/2),7,Thu,1
2022/12/27,6,劇場版 魔法少女まどか☆マギカ[前編]始まりの物語/[後編]永遠の物語,3100,775,2054,75.0%(3/4),7,Tue,1
2023/7/27,10,主役は銭形4,8000,4000,4309,100.0%(2/2),7,Thu,1
2023/7/17,8,メイドインアビス,9400,3133,8073,100.0%(3/3),7,Mon,1
2023/4/27,8,マッピー,2800,1400,6522,100.0%(2/2),7,Thu,1
2022/11/7,5,デビル メイ クライ 5,5200,2600,4905,50.0%(1/2),7,Mon,1
2023/1/7,6,スーパーリオエース,3300,825,3246,75.0%(3/4),7,Sat,1
2023/9/27,10,ゴーゴージャグラー3,3600,300,7446,50.0%(6/12),7,Wed,1
2023/8/27,6,にゃんこ大戦争 BIGBANG,9100,3033,3747,66.7%(2/3),7,Sun,1
2023/7/27,4,からくりサーカス,20500,6833,5278,100.0%(3/3),7,Thu,1
2023/1/17,10,FAIRY TAIL2,2600,1300,1020,100.0%(2/2),7,Tue,1
2022/11/17,10,BOOWY,2800,700,1382,50.0%(2/4),7,Thu,1
2022/10/27,4,ANEMONE 交響詩篇エウレカセブン HI‐EVOLUTION,7100,1775,3960,75.0%(3/4),7,Thu,1
